ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
3217	"ENSMUSG00000031877.10"	"Ces2g"	chr8	+	105691506	105691765	105692520	105692619	105691291	105691425	105692881	105693022
3218	"ENSMUSG00000031877.10"	"Ces2g"	chr8	+	105692520	105692619	105692881	105693022	105691506	105691765	105693143	105693224
3219	"ENSMUSG00000031877.10"	"Ces2g"	chr8	+	105693950	105694088	105694391	105694464	105693460	105693605	105694876	105696169
3220	"ENSMUSG00000022856.10"	"Tmem41a"	chr16	-	21756682	21756844	21764750	21764904	21753075	21753795	21766117	21766302
3221	"ENSMUSG00000037996.18"	"Slc24a2"	chr4	-	86994355	86994394	87094398	87094584	86991424	86991533	87145119	87146200
3222	"ENSMUSG00000110206.2"	"Flt3l"	chr7	-	44781492	44781561	44781651	44781836	44780611	44780990	44783305	44783450
3223	"ENSMUSG00000110206.2"	"Flt3l"	chr7	-	44781492	44781561	44781651	44781836	44780612	44780855	44783305	44783450
3224	"ENSMUSG00000110206.2"	"Flt3l"	chr7	-	44785087	44785201	44785441	44785508	44783796	44783940	44785802	44785856
3225	"ENSMUSG00000110206.2"	"Flt3l"	chr7	-	44785087	44785201	44785441	44785508	44784545	44784599	44785802	44785856
3226	"ENSMUSG00000006058.11"	"Snf8"	chr11	+	95934229	95934302	95935986	95936128	95932450	95932555	95938020	95938256
3227	"ENSMUSG00000038070.16"	"Cntln"	chr4	+	84806879	84806968	84865794	84865879	84802545	84803061	84874512	84874647
3228	"ENSMUSG00000021144.15"	"Mta1"	chr12	+	113097160	113097196	113099416	113099448	113096804	113096957	113099900	113100052
3229	"ENSMUSG00000121491.1"	"2700099C18Rik"	chr17	+	95062638	95062733	95063861	95063951	95057473	95057660	95069889	95070048
3230	"ENSMUSG00000027763.14"	"Mbnl1"	chr3	+	60436176	60437225	60503014	60503185	60380499	60380594	60511114	60511315
3231	"ENSMUSG00000027763.14"	"Mbnl1"	chr3	+	60503014	60503185	60511114	60511315	60380499	60380594	60520683	60520941
3232	"ENSMUSG00000027763.14"	"Mbnl1"	chr3	+	60503014	60503185	60511114	60511315	60436176	60437225	60520683	60520941
3233	"ENSMUSG00000027763.14"	"Mbnl1"	chr3	+	60523040	60523194	60528843	60528879	60520683	60520941	60529566	60529661
3234	"ENSMUSG00000027763.14"	"Mbnl1"	chr3	+	60523040	60523194	60528843	60528879	60520683	60520941	60532544	60532619
3235	"ENSMUSG00000027763.14"	"Mbnl1"	chr3	+	60523040	60523194	60532544	60532619	60520683	60520941	60533800	60535621
3236	"ENSMUSG00000027763.14"	"Mbnl1"	chr3	+	60523145	60523194	60532544	60532619	60520683	60520941	60533800	60536802
3237	"ENSMUSG00000027763.14"	"Mbnl1"	chr3	+	60528843	60528879	60529566	60529661	60523040	60523194	60532544	60532619
3238	"ENSMUSG00000087174.9"	"5530601H04Rik"	chrX	-	104086209	104086423	104086735	104086910	104082411	104083418	104087607	104087717
3239	"ENSMUSG00000087174.9"	"5530601H04Rik"	chrX	-	104087607	104087717	104091514	104091616	104082411	104083418	104110364	104110483
3240	"ENSMUSG00000087174.9"	"5530601H04Rik"	chrX	-	104091514	104091616	104110364	104110483	104082411	104083418	104112069	104112234
3241	"ENSMUSG00000087174.9"	"5530601H04Rik"	chrX	-	104091514	104091616	104110364	104110483	104087607	104087717	104112069	104112234
3242	"ENSMUSG00000059013.13"	"Sh2d3c"	chr2	+	32614948	32615411	32627530	32627570	32611066	32611207	32634762	32634891
3243	"ENSMUSG00000032757.7"	"Bet1"	chr6	-	4079960	4080017	4082457	4082582	4076898	4078036	4086776	4086972
3244	"ENSMUSG00000023021.16"	"Cers5"	chr15	-	99637482	99637611	99638824	99638917	99637286	99637393	99639489	99639540
3245	"ENSMUSG00000056899.11"	"Immp2l"	chr12	+	41675546	41675612	41750437	41750540	41160838	41160942	42001763	42002025
3246	"ENSMUSG00000041143.17"	"Tmco4"	chr4	+	138704518	138704633	138710931	138711076	138700202	138700300	138712442	138712561
3247	"ENSMUSG00000028622.12"	"Mrpl37"	chr4	-	106914568	106914772	106917679	106917837	106913070	106913301	106919079	106919265
3248	"ENSMUSG00000028622.12"	"Mrpl37"	chr4	-	106917679	106917837	106919079	106919265	106914568	106914772	106921581	106921697
3249	"ENSMUSG00000028622.12"	"Mrpl37"	chr4	-	106919079	106919265	106921581	106921697	106917679	106917837	106921783	106921967
3250	"ENSMUSG00000020212.15"	"Mdm1"	chr10	+	117978754	117978869	117982499	117982876	117977849	117977867	117986693	117986861
3251	"ENSMUSG00000029177.10"	"Cenpa"	chr5	+	30830325	30830403	30830636	30830787	30829807	30829914	30831381	30832174
3252	"ENSMUSG00000030619.11"	"Eed"	chr7	-	89604738	89604812	89605462	89605621	89603861	89604271	89611463	89611569
3253	"ENSMUSG00000030619.11"	"Eed"	chr7	-	89605462	89605621	89611463	89611569	89604738	89604812	89613936	89614070
3254	"ENSMUSG00000030619.11"	"Eed"	chr7	-	89613936	89614070	89616920	89617012	89605462	89605621	89618778	89618860
3255	"ENSMUSG00000020700.12"	"Map3k3"	chr11	+	106041834	106041966	106042443	106042573	106041095	106041244	106043042	106043220
3256	"ENSMUSG00000005583.17"	"Mef2c"	chr13	+	83773383	83773527	83773588	83773726	83740896	83741100	83781173	83781360
3257	"ENSMUSG00000028702.16"	"Rad54l"	chr4	-	115962954	115963105	115969677	115969738	115959025	115959152	115976034	115976154
3258	"ENSMUSG00000028702.16"	"Rad54l"	chr4	-	115967165	115967290	115969677	115969738	115962954	115963105	115976034	115976154
3259	"ENSMUSG00000022094.16"	"Slc39a14"	chr14	-	70551049	70551219	70553112	70553282	70548304	70548424	70553886	70554073
3260	"ENSMUSG00000063698.10"	"Sfxn4"	chr19	-	60844264	60844290	60845647	60845702	60842444	60842498	60845787	60845814
3261	"ENSMUSG00000086324.10"	"Gm15564"	chr16	-	35799843	35799937	35801093	35801245	35787856	35787890	35801648	35801730
3262	"ENSMUSG00000086324.10"	"Gm15564"	chr16	-	35799843	35799937	35802094	35802165	35787856	35787890	35803421	35803616
3263	"ENSMUSG00000021918.11"	"Nek4"	chr14	+	30685889	30686031	30692119	30692521	30681097	30681252	30697179	30697329
3264	"ENSMUSG00000029804.18"	"Herc3"	chr6	+	58839957	58840034	58845626	58845751	58837236	58837397	58847138	58847198
3265	"ENSMUSG00000039981.7"	"Zc3h12d"	chr10	+	7715528	7715912	7728951	7729091	7708233	7708326	7738149	7738384
3266	"ENSMUSG00000022678.17"	"Nde1"	chr16	+	13993154	13993303	14001339	14001476	13988201	13988355	14003557	14003737
3267	"ENSMUSG00000004070.16"	"Hmox2"	chr16	+	4580422	4580541	4581592	4581710	4544226	4544335	4582469	4582961
3268	"ENSMUSG00000026198.16"	"Abcb6"	chr1	-	75149434	75149609	75150188	75150293	75149198	75149311	75150505	75150563
3269	"ENSMUSG00000043251.7"	"Exoc3l"	chr8	-	106021596	106021816	106021891	106022067	106019483	106019609	106022257	106022338
3270	"ENSMUSG00000043251.7"	"Exoc3l"	chr8	-	106021891	106022067	106022257	106022338	106021596	106021816	106022537	106022730
3271	"ENSMUSG00000090247.8"	"Bloc1s1"	chr10	-	128756427	128756560	128758522	128758595	128755782	128755976	128759243	128759393
3272	"ENSMUSG00000022359.11"	"Wdyhv1"	chr15	+	58011729	58011829	58016975	58017100	58004772	58004977	58021297	58022050
3273	"ENSMUSG00000022359.11"	"Wdyhv1"	chr15	+	58014001	58014052	58015992	58016141	58011729	58011829	58016975	58017100
3274	"ENSMUSG00000022359.11"	"Wdyhv1"	chr15	+	58015992	58016141	58016975	58017100	58011729	58011829	58021297	58022050
3275	"ENSMUSG00000022359.11"	"Wdyhv1"	chr15	+	58015992	58016141	58016975	58017100	58014001	58014052	58021297	58022050
3276	"ENSMUSG00000005125.14"	"Ndrg1"	chr15	-	66808101	66808137	66809046	66809094	66805712	66805764	66809715	66809767
3277	"ENSMUSG00000036944.7"	"Tmem71"	chr15	-	66410645	66410721	66413421	66413607	66404599	66404661	66423801	66423950
3278	"ENSMUSG00000036944.7"	"Tmem71"	chr15	-	66413421	66413607	66423801	66423950	66410645	66410721	66426879	66427092
3279	"ENSMUSG00000024673.10"	"Ms4a1"	chr19	-	11233936	11233996	11235496	11235616	11231818	11232055	11236047	11236200
3280	"ENSMUSG00000040139.15"	"9430038I01Rik"	chr7	-	136978683	136978846	136989268	136989430	136977865	136978080	137012368	137012464
3281	"ENSMUSG00000029254.17"	"Stap1"	chr5	+	86225847	86225919	86229025	86229139	86219604	86219816	86232247	86232304
3282	"ENSMUSG00000029254.17"	"Stap1"	chr5	+	86234508	86234681	86238755	86238884	86232247	86232304	86242591	86242661
3283	"ENSMUSG00000107666.2"	"4933406J09Rik"	chr6	-	134295123	134295221	134370728	134370824	134293190	134293293	134375723	134375814
3284	"ENSMUSG00000024104.12"	"Washc2"	chr6	+	116203384	116203447	116204306	116204495	116201936	116201994	116206183	116206311
3285	"ENSMUSG00000018899.18"	"Irf1"	chr11	+	53662109	53662201	53663664	53663764	53660840	53661104	53664481	53664658
3286	"ENSMUSG00000018899.18"	"Irf1"	chr11	+	53662109	53662201	53664481	53664658	53660840	53661104	53664751	53664801
3287	"ENSMUSG00000018899.18"	"Irf1"	chr11	+	53663664	53663764	53664481	53664658	53660840	53661104	53664751	53664801
3288	"ENSMUSG00000018899.18"	"Irf1"	chr11	+	53663664	53663764	53664481	53664658	53662109	53662201	53664751	53664801
3289	"ENSMUSG00000047215.15"	"Rpl9"	chr5	-	65545904	65546022	65546413	65546494	65545706	65545784	65546820	65546953
3290	"ENSMUSG00000047215.15"	"Rpl9"	chr5	-	65546413	65546494	65546820	65546953	65545820	65546022	65547730	65547826
3291	"ENSMUSG00000024697.5"	"Gna14"	chr19	+	16511076	16511261	16576303	16576458	16413125	16414181	16580627	16580756
3292	"ENSMUSG00000032577.17"	"Mapkapk3"	chr9	-	107139621	107139686	107140823	107140963	107139076	107139156	107166318	107166543
3293	"ENSMUSG00000054309.10"	"Cpsf3"	chr12	+	21360197	21360285	21362298	21362368	21358904	21358999	21363767	21363864
3294	"ENSMUSG00000032182.16"	"Yipf2"	chr9	-	21503356	21503514	21503823	21503884	21503195	21503276	21504032	21504068
3295	"ENSMUSG00000062014.14"	"Gmfb"	chr14	-	47053634	47053684	47054842	47054939	47053054	47053105	47059557	47059699
3296	"ENSMUSG00000020078.17"	"Vps26a"	chr10	-	62306838	62306914	62316336	62316486	62305679	62305836	62322436	62322584
3297	"ENSMUSG00000092074.3"	"Dynlt1a"	chr17	-	6361567	6361645	6361983	6362107	6358268	6361218	6365191	6365233
3298	"ENSMUSG00000092074.3"	"Dynlt1a"	chr17	-	6361983	6362107	6365191	6365233	6361567	6361645	6367648	6367693
3299	"ENSMUSG00000028920.10"	"Fbxo42"	chr4	+	140895023	140895288	140898134	140898251	140875223	140875490	140907708	140907843
3300	"ENSMUSG00000028920.10"	"Fbxo42"	chr4	+	140920975	140921129	140922491	140922602	140907708	140907843	140924793	140924890
3301	"ENSMUSG00000063052.10"	"Lrrc40"	chr3	+	157754037	157754161	157768285	157768363	157742298	157742513	157769320	157769506
3302	"ENSMUSG00000022270.17"	"Retreg1"	chr15	+	25966718	25966803	25968492	25968630	25964309	25964436	25969881	25969946
3303	"ENSMUSG00000064145.13"	"Arih2"	chr9	-	108488831	108488949	108490924	108491034	108487095	108487146	108492223	108492345
3304	"ENSMUSG00000018820.14"	"Zfyve27"	chr19	+	42167727	42167929	42169940	42170036	42159984	42160182	42171097	42171210
3305	"ENSMUSG00000043923.9"	"Ccdc84"	chr9	-	44323749	44323780	44324213	44324319	44321987	44322077	44324433	44324498
3306	"ENSMUSG00000109783.2"	"Gm45338"	chr16	+	23362372	23362621	23373447	23373683	23353329	23353549	23378521	23378830
3307	"ENSMUSG00000021650.8"	"Ptcd2"	chr13	-	99463145	99463220	99466459	99466573	99458068	99458182	99468943	99469035
3308	"ENSMUSG00000026309.15"	"Ilkap"	chr1	-	91306187	91306307	91312286	91312380	91304039	91304121	91312961	91313068
3309	"ENSMUSG00000026309.15"	"Ilkap"	chr1	-	91309572	91309694	91311025	91311113	91306187	91306307	91312286	91312380
3310	"ENSMUSG00000026309.15"	"Ilkap"	chr1	-	91309572	91309694	91312286	91312380	91306187	91306307	91312961	91313068
3311	"ENSMUSG00000026309.15"	"Ilkap"	chr1	-	91311025	91311113	91312286	91312380	91306187	91306307	91312961	91313068
3312	"ENSMUSG00000026309.15"	"Ilkap"	chr1	-	91311025	91311113	91312961	91313068	91306187	91306307	91314936	91315063
3313	"ENSMUSG00000026309.15"	"Ilkap"	chr1	-	91311025	91311113	91312286	91312380	91309572	91309694	91312961	91313068
3314	"ENSMUSG00000026309.15"	"Ilkap"	chr1	-	91311025	91311113	91312961	91313068	91309572	91309694	91314936	91315063
3315	"ENSMUSG00000026309.15"	"Ilkap"	chr1	-	91314936	91315063	91318328	91318385	91312961	91313068	91318853	91318919
3316	"ENSMUSG00000026309.15"	"Ilkap"	chr1	-	91316066	91316186	91318853	91318919	91314936	91315063	91326372	91326505
3317	"ENSMUSG00000026309.15"	"Ilkap"	chr1	-	91318328	91318385	91318853	91318919	91314936	91315063	91326372	91326505
3318	"ENSMUSG00000006333.15"	"Rps9"	chr7	+	3707325	3707447	3708731	3708918	3706991	3707063	3709649	3709896
3319	"ENSMUSG00000034194.19"	"R3hcc1"	chr14	-	69936032	69936128	69937408	69937479	69934755	69935051	69941402	69941575
3320	"ENSMUSG00000030007.9"	"Cct7"	chr6	+	85436923	85437030	85438026	85438152	85436096	85436250	85438489	85438542
3321	"ENSMUSG00000030007.9"	"Cct7"	chr6	+	85438026	85438152	85438489	85438542	85436923	85437030	85439007	85439179
3322	"ENSMUSG00000026956.16"	"Uap1l1"	chr2	-	25252674	25252860	25253255	25253396	25252082	25252149	25253817	25254011
3323	"ENSMUSG00000034035.19"	"Ccdc17"	chr4	+	116455039	116455158	116455696	116455824	116454876	116454960	116455927	116456022
3324	"ENSMUSG00000028093.16"	"Acp6"	chr3	+	97075302	97075390	97075756	97075889	97073855	97073932	97078957	97079058
3325	"ENSMUSG00000028093.16"	"Acp6"	chr3	+	97075756	97075889	97078957	97079058	97075302	97075390	97081118	97081214
3326	"ENSMUSG00000090115.8"	"Usp49"	chr17	+	47985640	47985845	47989768	47989877	47960874	47960948	47990588	47990794
3327	"ENSMUSG00000098274.8"	"Rpl24"	chr16	+	55787422	55787533	55789872	55790009	55786909	55786985	55790474	55790538
3328	"ENSMUSG00000098274.8"	"Rpl24"	chr16	+	55789872	55790009	55790474	55790538	55787422	55787533	55791673	55791798
3329	"ENSMUSG00000018442.14"	"Derl2"	chr11	-	70905375	70905469	70906552	70906626	70904268	70904464	70909137	70909203
3330	"ENSMUSG00000018442.14"	"Derl2"	chr11	-	70906552	70906626	70909137	70909203	70905375	70905469	70909969	70910068
3331	"ENSMUSG00000020476.15"	"Dbnl"	chr11	+	5747274	5747335	5747626	5747720	5747023	5747175	5748015	5748111
3332	"ENSMUSG00000020476.15"	"Dbnl"	chr11	+	5747283	5747335	5747626	5747720	5747023	5747175	5748015	5748111
3333	"ENSMUSG00000020476.15"	"Dbnl"	chr11	+	5747286	5747335	5747626	5747720	5747023	5747175	5748015	5748111
3334	"ENSMUSG00000025747.13"	"Tyms"	chr5	-	30269082	30269184	30273463	30273638	30268233	30268409	30276631	30276705
3335	"ENSMUSG00000064302.14"	"Clasp1"	chr1	+	118439904	118439952	118440434	118440458	118437935	118438106	118449556	118449664
3336	"ENSMUSG00000001418.14"	"Glmp"	chr3	+	88232983	88233238	88233421	88233619	88232388	88232508	88233717	88233936
3337	"ENSMUSG00000001418.14"	"Glmp"	chr3	+	88233421	88233619	88233717	88233936	88232983	88233238	88235163	88235420
3338	"ENSMUSG00000068882.14"	"Ssb"	chr2	+	69697795	69697896	69699122	69699194	69697615	69697723	69699485	69699525
3339	"ENSMUSG00000029776.12"	"Hibadh"	chr6	-	52596961	52597083	52599835	52599945	52534763	52534897	52607173	52607334
3340	"ENSMUSG00000046671.19"	"Mtfr1l"	chr4	-	134259454	134259559	134259937	134260063	134257990	134258100	134262560	134262698
3341	"ENSMUSG00000030884.13"	"Uqcrc2"	chr7	+	120237070	120237220	120239456	120239521	120236884	120236968	120240901	120240958
3342	"ENSMUSG00000030884.13"	"Uqcrc2"	chr7	+	120239456	120239521	120240901	120240958	120237070	120237220	120242248	120242373
3343	"ENSMUSG00000020744.14"	"Slc25a19"	chr11	-	115508343	115508527	115511702	115511873	115507346	115507477	115514697	115514853
3344	"ENSMUSG00000040374.14"	"Pex2"	chr3	-	5630192	5630258	5635546	5635689	5628679	5628789	5641097	5641210
3345	"ENSMUSG00000105852.5"	"Gm42890"	chr3	+	105871757	105871828	105871938	105871993	105869330	105869380	105872396	105872468
3346	"ENSMUSG00000105852.5"	"Gm42890"	chr3	+	105871938	105871993	105872396	105872468	105869330	105869380	105873080	105873189
3347	"ENSMUSG00000105852.5"	"Gm42890"	chr3	+	105871938	105871993	105872396	105872468	105871757	105871828	105873080	105873189
3348	"ENSMUSG00000037148.9"	"Arhgap10"	chr8	-	78159368	78159440	78177321	78177383	78152958	78153060	78177456	78177552
3349	"ENSMUSG00000047989.12"	"Ino80c"	chr18	-	24245717	24245829	24247133	24247244	24244771	24244839	24254705	24254892
3350	"ENSMUSG00000048652.13"	"Samd13"	chr3	-	146368425	146368537	146386516	146386602	146350949	146352184	146391190	146391347
3351	"ENSMUSG00000016481.16"	"Cr1l"	chr1	-	194805997	194806083	194811454	194811554	194799786	194800188	194812137	194812317
3352	"ENSMUSG00000037921.16"	"Ddx60"	chr8	+	62437113	62437223	62440385	62440490	62436834	62436977	62441073	62441202
3353	"ENSMUSG00000058704.10"	"Memo1"	chr17	-	74524021	74524098	74527482	74527535	74509255	74509360	74532426	74532569
3354	"ENSMUSG00000058704.10"	"Memo1"	chr17	-	74524021	74524098	74532426	74532569	74509255	74509360	74548899	74549011
3355	"ENSMUSG00000021877.13"	"Arf4"	chr14	+	26368068	26368178	26374260	26374332	26359501	26359641	26374991	26375117
3356	"ENSMUSG00000021118.8"	"Plek2"	chr12	-	78940850	78940952	78941161	78941349	78938902	78938986	78941646	78941738
3357	"ENSMUSG00000022546.6"	"Gpt"	chr15	+	76582914	76583089	76583435	76583548	76582655	76582792	76583619	76583848
3358	"ENSMUSG00000078143.5"	"Gm17344"	chr8	-	110587455	110587661	110587731	110587961	110586615	110586663	110594927	110595064
3359	"ENSMUSG00000031388.15"	"Naa10"	chrX	-	72961448	72961533	72963107	72963152	72960478	72960801	72963359	72963475
3360	"ENSMUSG00000031388.15"	"Naa10"	chrX	-	72961448	72961533	72963107	72963152	72960480	72960892	72963359	72963475
3361	"ENSMUSG00000031388.15"	"Naa10"	chrX	-	72961448	72961533	72963107	72963146	72960525	72960801	72963359	72963475
3362	"ENSMUSG00000003033.16"	"Ap1m1"	chr8	+	73005586	73005713	73006678	73006821	73004524	73004672	73007052	73007124
3363	"ENSMUSG00000003033.16"	"Ap1m1"	chr8	+	73006678	73006821	73007052	73007124	73004524	73004672	73007318	73007477
3364	"ENSMUSG00000003033.16"	"Ap1m1"	chr8	+	73006678	73006821	73007052	73007124	73005586	73005713	73007318	73007477
3365	"ENSMUSG00000003033.16"	"Ap1m1"	chr8	+	73007052	73007124	73007318	73007477	73006678	73006821	73009540	73009666
3366	"ENSMUSG00000003033.16"	"Ap1m1"	chr8	+	73007318	73007477	73009540	73009666	73007052	73007124	73009950	73010026
3367	"ENSMUSG00000003033.16"	"Ap1m1"	chr8	+	73009540	73009666	73009950	73010026	73007318	73007477	73010578	73011229
3368	"ENSMUSG00000020696.19"	"Rffl"	chr11	-	82701853	82701937	82703225	82703636	82700833	82701044	82709241	82709429
3369	"ENSMUSG00000020696.19"	"Rffl"	chr11	-	82703225	82703636	82709241	82709429	82700833	82701044	82761833	82762036
3370	"ENSMUSG00000020696.19"	"Rffl"	chr11	-	82703225	82703636	82709241	82709429	82701853	82701937	82761833	82762036
3371	"ENSMUSG00000020696.19"	"Rffl"	chr11	-	82724906	82725105	82736577	82736721	82709241	82709429	82761833	82762036
3372	"ENSMUSG00000022914.18"	"Brwd1"	chr16	-	95867224	95867385	95867695	95867794	95865949	95866171	95869676	95869827
3373	"ENSMUSG00000015542.18"	"Nat9"	chr11	-	115075832	115075942	115077574	115077660	115075308	115075452	115077944	115078158
3374	"ENSMUSG00000015542.18"	"Nat9"	chr11	-	115075832	115075942	115077574	115077663	115075308	115075452	115077944	115078216
3375	"ENSMUSG00000027651.17"	"Rprd1b"	chr2	+	157900571	157900747	157912480	157912576	157892006	157892133	157916849	157920127
3376	"ENSMUSG00000031627.10"	"Irf2"	chr8	+	47260739	47260786	47271825	47271943	47260256	47260433	47290708	47290873
3377	"ENSMUSG00000024666.7"	"Tmem138"	chr19	-	10548892	10548968	10552200	10552372	10547841	10548632	10552603	10552875
3378	"ENSMUSG00000001482.16"	"Def8"	chr8	+	124172836	124172923	124174055	124174102	124169743	124169790	124174526	124174651
3379	"ENSMUSG00000024726.11"	"Carnmt1"	chr19	+	18671012	18671126	18680724	18680828	18656467	18656631	18681383	18684564
3380	"ENSMUSG00000021420.14"	"Fars2"	chr13	+	36388491	36389124	36416104	36416264	36332343	36332427	36430345	36430477
3381	"ENSMUSG00000021420.14"	"Fars2"	chr13	+	36416104	36416264	36430345	36430477	36332343	36332427	36525919	36526080
3382	"ENSMUSG00000021420.14"	"Fars2"	chr13	+	36416104	36416264	36430345	36430477	36388491	36389124	36525919	36526080
3383	"ENSMUSG00000021420.14"	"Fars2"	chr13	+	36430345	36430477	36525919	36526080	36416104	36416264	36594061	36594213
3384	"ENSMUSG00000024234.8"	"Mtpap"	chr18	+	4379568	4379741	4380653	4380887	4375591	4375778	4383188	4383413
3385	"ENSMUSG00000020225.11"	"Tmbim4"	chr10	+	120051445	120051554	120053408	120053514	120044654	120044847	120056655	120056689
3386	"ENSMUSG00000020225.11"	"Tmbim4"	chr10	+	120053408	120053514	120056655	120056689	120051445	120051554	120057910	120058028
3387	"ENSMUSG00000020225.11"	"Tmbim4"	chr10	+	120056655	120056689	120057910	120058028	120053408	120053514	120059741	120059787
3388	"ENSMUSG00000037860.16"	"Aim2"	chr1	+	173221528	173221599	173255324	173255464	173178444	173178539	173280393	173280514
3389	"ENSMUSG00000037860.16"	"Aim2"	chr1	+	173247022	173247121	173255324	173255464	173221528	173221599	173280393	173280514
3390	"ENSMUSG00000037860.16"	"Aim2"	chr1	+	173248136	173248252	173255324	173255464	173247022	173247121	173280393	173280514
3391	"ENSMUSG00000037860.16"	"Aim2"	chr1	+	173255324	173255464	173280393	173280514	173178444	173178539	173281789	173281879
3392	"ENSMUSG00000037860.16"	"Aim2"	chr1	+	173255324	173255464	173280393	173280514	173221528	173221599	173281789	173281879
3393	"ENSMUSG00000037860.16"	"Aim2"	chr1	+	173255324	173255464	173280393	173280514	173247022	173247121	173281789	173281879
3394	"ENSMUSG00000037860.16"	"Aim2"	chr1	+	173255324	173255464	173280393	173280514	173248136	173248252	173281789	173281879
3395	"ENSMUSG00000037860.16"	"Aim2"	chr1	+	173280393	173280514	173281789	173281879	173255324	173255464	173282899	173283181
3396	"ENSMUSG00000056228.11"	"Cars2"	chr8	-	11566150	11566249	11567818	11567942	11564492	11564699	11568405	11568544
3397	"ENSMUSG00000040009.7"	"Gnaz"	chr10	+	74814622	74814688	74826765	74827972	74803008	74803214	74850699	74852739
3398	"ENSMUSG00000031158.12"	"Timm17b"	chrX	+	7767199	7767299	7769911	7769975	7765595	7765708	7772309	7772438
3399	"ENSMUSG00000031158.12"	"Timm17b"	chrX	+	7769911	7769975	7772309	7772438	7767199	7767299	7772519	7772630
3400	"ENSMUSG00000026896.15"	"Ifih1"	chr2	-	62440784	62441002	62442053	62442264	62439528	62439645	62447604	62447828
3401	"ENSMUSG00000033852.17"	"Gm28042"	chr2	+	119861296	119861353	119861787	119861883	119860769	119861023	119862055	119862132
3402	"ENSMUSG00000071181.3"	"3830408C21Rik"	chr13	+	107165312	107165490	107168231	107168492	107162906	107162963	107169283	107169457
3403	"ENSMUSG00000069601.15"	"Ank3"	chr10	+	69740277	69740340	69756267	69756321	69740027	69740100	69763524	69763648
3404	"ENSMUSG00000015733.14"	"Capza2"	chr6	+	17648518	17648582	17650001	17650053	17636981	17637159	17654104	17654168
3405	"ENSMUSG00000066037.15"	"Hnrnpr"	chr4	+	136059708	136059914	136063608	136063758	136054546	136054723	136066486	136066608
3406	"ENSMUSG00000066037.15"	"Hnrnpr"	chr4	+	136063608	136063758	136066486	136066608	136059708	136059914	136066729	136067992
3407	"ENSMUSG00000030417.16"	"Pdcd5"	chr7	-	35342039	35342111	35343048	35343140	35341406	35341610	35343775	35343837
3408	"ENSMUSG00000030417.16"	"Pdcd5"	chr7	-	35343048	35343140	35343775	35343837	35342039	35342111	35345568	35345606
3409	"ENSMUSG00000030417.16"	"Pdcd5"	chr7	-	35343775	35343837	35345568	35345606	35343048	35343140	35346730	35346946
3410	"ENSMUSG00000041189.10"	"Chrnb1"	chr11	-	69684975	69685085	69685794	69685839	69684709	69684818	69686420	69686560
3411	"ENSMUSG00000041189.10"	"Chrnb1"	chr11	-	69685794	69685839	69686420	69686560	69684975	69685085	69686647	69686769
3412	"ENSMUSG00000062995.13"	"Ica1"	chr6	-	8653496	8653535	8653629	8653692	8643972	8644242	8656361	8656408
3413	"ENSMUSG00000052477.16"	"C130026I21Rik"	chr1	-	85235106	85235190	85237415	85237587	85232234	85232297	85238457	85238620
3414	"ENSMUSG00000052477.16"	"C130026I21Rik"	chr1	-	85237415	85237587	85238457	85238620	85235106	85235190	85247753	85248264
3415	"ENSMUSG00000003299.11"	"Mrpl4"	chr9	+	20918122	20918240	20918729	20918836	20917429	20917481	20918926	20919036
3416	"ENSMUSG00000003299.11"	"Mrpl4"	chr9	+	20918122	20918240	20918926	20919036	20917429	20917481	20919118	20919195
3417	"ENSMUSG00000003299.11"	"Mrpl4"	chr9	+	20918729	20918836	20918926	20919036	20917429	20917481	20919118	20919195
3418	"ENSMUSG00000003299.11"	"Mrpl4"	chr9	+	20918729	20918836	20918926	20919036	20918122	20918240	20919118	20919195
3419	"ENSMUSG00000062906.13"	"Hdac10"	chr15	-	89010028	89010093	89010177	89010284	89009699	89009952	89010414	89010504
3420	"ENSMUSG00000062906.13"	"Hdac10"	chr15	-	89012124	89012221	89012387	89012522	89011796	89011894	89012592	89012651
3421	"ENSMUSG00000037487.8"	"Ubr5"	chr15	-	37973546	37973702	37975830	37975915	37973146	37973260	37976303	37976479
3422	"ENSMUSG00000027248.14"	"Pdia3"	chr2	+	121252929	121253008	121255005	121255123	121244255	121244686	121257075	121257183
3423	"ENSMUSG00000027248.14"	"Pdia3"	chr2	+	121255005	121255123	121257075	121257183	121252929	121253008	121259934	121260064
3424	"ENSMUSG00000027248.14"	"Pdia3"	chr2	+	121257075	121257183	121259934	121260064	121255005	121255123	121262132	121262249
3425	"ENSMUSG00000029281.14"	"Smr2"	chr5	+	88236036	88236103	88253174	88253241	88234414	88234488	88256377	88256912
3426	"ENSMUSG00000005501.15"	"Usp40"	chr1	-	87896117	87896171	87901798	87901856	87895231	87895320	87903529	87903653
3427	"ENSMUSG00000024006.18"	"Stk38"	chr17	-	29211390	29211442	29218982	29219115	29210154	29210394	29226684	29226886
3428	"ENSMUSG00000024006.18"	"Stk38"	chr17	-	29211390	29211442	29218982	29219118	29210271	29210394	29226684	29226969
3429	"ENSMUSG00000029720.10"	"Gm20605"	chr5	+	137631833	137631978	137632110	137632237	137627436	137627688	137632405	137632511
