ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
493	"ENSMUSG00000048796.8"	"Cyb561d1"	chr3	-	108107942	108108150	108108075	108108150	108107440	108107478
494	"ENSMUSG00000042729.12"	"Wdr74"	chr19	+	8715211	8715358	8715211	8715226	8715516	8715618
495	"ENSMUSG00000002625.11"	"Akap8l"	chr17	-	32557244	32557488	32557430	32557488	32555080	32555177
496	"ENSMUSG00000002625.11"	"Akap8l"	chr17	-	32557244	32557488	32557430	32557488	32555258	32555712
497	"ENSMUSG00000031626.19"	"Sorbs2"	chr8	+	46252746	46252838	46252746	46252835	46254001	46254048
498	"ENSMUSG00000022864.15"	"D16Ertd472e"	chr16	-	78373078	78373545	78373278	78373545	78372808	78372942
499	"ENSMUSG00000022864.15"	"D16Ertd472e"	chr16	-	78373078	78373545	78373311	78373545	78372808	78372942
500	"ENSMUSG00000022864.15"	"D16Ertd472e"	chr16	-	78373278	78373545	78373311	78373545	78372808	78372942
501	"ENSMUSG00000095125.3"	"Vmn1r198"	chr13	+	22534533	22534815	22534533	22534751	22538494	22544471
502	"ENSMUSG00000028759.14"	"Hp1bp3"	chr4	+	137943937	137944110	137943937	137944051	137948836	137949034
503	"ENSMUSG00000028759.14"	"Hp1bp3"	chr4	+	137943937	137944110	137943937	137944051	137949399	137949499
504	"ENSMUSG00000022756.18"	"Slc7a4"	chr16	-	17392815	17393829	17393480	17393829	17391419	17391528
505	"ENSMUSG00000030016.15"	"Zfp638"	chr6	+	83953183	83954411	83953183	83953332	83955003	83955069
506	"ENSMUSG00000032497.20"	"Lrrfip2"	chr9	+	111011886	111011964	111011886	111011955	111017829	111017874
507	"ENSMUSG00000015536.15"	"Mocs2"	chr13	+	114961746	114961897	114961746	114961801	114962693	114962817
508	"ENSMUSG00000033460.15"	"Armcx1"	chrX	+	133619668	133619857	133619668	133619741	133620375	133620474
509	"ENSMUSG00000039706.12"	"Ldb2"	chr5	-	44636434	44636586	44636440	44636586	44633834	44633977
510	"ENSMUSG00000024485.17"	"Slc4a9"	chr18	+	36668575	36668754	36668575	36668652	36669899	36669972
511	"ENSMUSG00000055571.5"	"Olfr305"	chr7	-	86015797	86016045	86015812	86016045	86010061	86013562
512	"ENSMUSG00000023033.15"	"Scn8a"	chr15	+	100881569	100881956	100881569	100881926	100899914	100900047
513	"ENSMUSG00000054976.15"	"Nyap2"	chr1	+	81169465	81169863	81169465	81169767	81218598	81219684
514	"ENSMUSG00000074419.12"	"Pira13"	chr7	-	3825082	3825385	3825088	3825385	3824522	3824825
515	"ENSMUSG00000018774.14"	"Cd68"	chr11	-	69556301	69556762	69556328	69556762	69556072	69556192
516	"ENSMUSG00000012819.17"	"Cdh23"	chr10	-	60322762	60322957	60322768	60322957	60301781	60301931
517	"ENSMUSG00000012819.17"	"Cdh23"	chr10	-	60366716	60366854	60366725	60366854	60359264	60359343
518	"ENSMUSG00000085024.3"	"C230035I16Rik"	chr13	-	23614305	23614522	23614398	23614522	23612474	23612582
519	"ENSMUSG00000085024.3"	"C230035I16Rik"	chr13	-	23614305	23614522	23614398	23614522	23612474	23612585
520	"ENSMUSG00000059734.8"	"Ndufs8"	chr19	-	3962466	3962734	3962469	3962734	3961688	3961746
521	"ENSMUSG00000078808.6"	"Vmn1r58"	chr7	-	5415999	5416395	5416148	5416395	5404679	5414423
522	"ENSMUSG00000041528.16"	"Rnf123"	chr9	-	107941101	107941226	107941119	107941226	107940681	107940880
523	"ENSMUSG00000027751.14"	"Supt20"	chr3	+	54602543	54602559	54602543	54602553	54624058	54625066
524	"ENSMUSG00000031708.18"	"Tecr"	chr8	-	84300337	84300551	84300499	84300551	84300039	84300084
525	"ENSMUSG00000030206.14"	"Gsg1"	chr6	-	135219048	135219219	135219171	135219219	135218242	135218395
526	"ENSMUSG00000062609.15"	"Kcnj15"	chr16	+	95092669	95092767	95092669	95092755	95096449	95101070
527	"ENSMUSG00000060508.17"	"Nlrp9b"	chr7	+	19757035	19758614	19757035	19757294	19760440	19760605
528	"ENSMUSG00000087177.9"	"E130307A14Rik"	chr10	-	39516271	39516507	39516375	39516507	39508945	39509012
529	"ENSMUSG00000087177.9"	"E130307A14Rik"	chr10	-	39516271	39516507	39516375	39516507	39515559	39515762
530	"ENSMUSG00000023951.19"	"Vegfa"	chr17	-	46333202	46333274	46333220	46333274	46331916	46332048
531	"ENSMUSG00000052105.18"	"Mtcl1"	chr17	-	66655213	66655516	66655237	66655516	66653348	66653380
532	"ENSMUSG00000049755.15"	"Zfp672"	chr11	-	58213394	58213555	58213425	58213555	58210149	58210416
533	"ENSMUSG00000049755.15"	"Zfp672"	chr11	-	58213394	58213555	58213425	58213555	58210692	58210780
534	"ENSMUSG00000030763.8"	"Lcmt1"	chr7	+	123003645	123003711	123003645	123003707	123009950	123010049
535	"ENSMUSG00000020758.16"	"Itgb4"	chr11	+	115888775	115888980	115888775	115888971	115890623	115890781
536	"ENSMUSG00000021779.20"	"Thrb"	chr14	-	4642720	4642802	4642727	4642802	4544036	4544100
537	"ENSMUSG00000075097.4"	"Olfr1226"	chr2	-	89026317	89027498	89027111	89027498	89022448	89024418
538	"ENSMUSG00000024431.16"	"Nr3c1"	chr18	-	39561666	39561833	39561669	39561833	39557435	39557552
539	"ENSMUSG00000052099.15"	"Prss51"	chr14	+	64332378	64332476	64332378	64332459	64333358	64333618
540	"ENSMUSG00000052099.15"	"Prss51"	chr14	+	64332378	64332571	64332378	64332459	64333358	64333618
541	"ENSMUSG00000052099.15"	"Prss51"	chr14	+	64332378	64332571	64332378	64332476	64333358	64333618
542	"ENSMUSG00000042323.18"	"Pbrm1"	chr14	+	30828094	30828305	30828094	30828224	30829065	30829267
543	"ENSMUSG00000036745.16"	"Ttll7"	chr3	+	146649760	146649978	146649760	146649963	146650848	146650983
544	"ENSMUSG00000073705.11"	"Cenps"	chr4	-	149216715	149216839	149216734	149216839	149216095	149216129
545	"ENSMUSG00000094004.8"	"Gm5128"	chrX	+	134274357	134274484	134274357	134274476	134278675	134278975
546	"ENSMUSG00000039671.19"	"Zmynd8"	chr2	-	165634723	165634887	165634731	165634887	165633824	165633891
547	"ENSMUSG00000039671.19"	"Zmynd8"	chr2	-	165649438	165649849	165649594	165649849	165647106	165647297
548	"ENSMUSG00000042228.15"	"Lyn"	chr4	+	3738724	3738861	3738724	3738798	3742441	3742487
549	"ENSMUSG00000042228.15"	"Lyn"	chr4	+	3738724	3738861	3738724	3738798	3743196	3743302
550	"ENSMUSG00000021071.18"	"Trim9"	chr12	-	70297730	70298034	70297784	70298034	70295038	70295201
551	"ENSMUSG00000020513.16"	"Tubd1"	chr11	+	86435816	86436162	86435816	86436056	86439608	86439828
552	"ENSMUSG00000029062.15"	"Cdk11b"	chr4	+	155709987	155710230	155709987	155710111	155711230	155711346
553	"ENSMUSG00000026095.16"	"Asnsd1"	chr1	-	53386173	53387717	53387604	53387717	53385738	53385920
554	"ENSMUSG00000059434.10"	"Gckr"	chr5	+	31481915	31482065	31481915	31481957	31483700	31483835
555	"ENSMUSG00000033342.16"	"Plppr5"	chr3	+	117465548	117465683	117465548	117465668	117480264	117483156
556	"ENSMUSG00000070424.13"	"Art5"	chr7	-	101746987	101747717	101747422	101747717	101746514	101746547
557	"ENSMUSG00000070424.13"	"Art5"	chr7	-	101747422	101747717	101747435	101747717	101746987	101747141
558	"ENSMUSG00000086370.11"	"Ftx"	chrX	-	102656628	102656801	102656649	102656801	102652909	102653022
559	"ENSMUSG00000000902.14"	"Smarcb1"	chr10	-	75752606	75752745	75752633	75752745	75750897	75751027
560	"ENSMUSG00000031543.19"	"Ank1"	chr8	+	23622112	23622499	23622112	23622487	23622577	23622650
561	"ENSMUSG00000031543.19"	"Ank1"	chr8	+	23631179	23631320	23631179	23631245	23631611	23631736
562	"ENSMUSG00000075179.4"	"Olfr1079"	chr2	-	86372714	86372824	86372796	86372824	86370353	86370419
563	"ENSMUSG00000097156.9"	"Gm3764"	chr3	+	88135865	88136007	88135865	88136001	88136318	88136672
564	"ENSMUSG00000040687.17"	"Madd"	chr2	-	90988749	90988833	90988752	90988833	90988329	90988488
565	"ENSMUSG00000040687.17"	"Madd"	chr2	-	90988749	90988833	90988761	90988833	90988329	90988488
566	"ENSMUSG00000040687.17"	"Madd"	chr2	-	90988752	90988833	90988761	90988833	90988329	90988488
567	"ENSMUSG00000040687.17"	"Madd"	chr2	-	90997258	90997508	90997387	90997508	90996890	90997030
568	"ENSMUSG00000067629.14"	"Syngap1"	chr17	+	27185856	27185947	27185856	27185946	27189472	27189907
569	"ENSMUSG00000031381.17"	"Piga"	chrX	+	163205579	163206359	163205579	163205982	163210927	163211060
570	"ENSMUSG00000067951.6"	"Vmn1r227"	chr17	+	20950104	20950351	20950104	20950301	20953016	20953079
571	"ENSMUSG00000067951.6"	"Vmn1r227"	chr17	+	20950104	20950591	20950104	20950301	20953016	20953079
572	"ENSMUSG00000067951.6"	"Vmn1r227"	chr17	+	20950104	20950591	20950104	20950351	20953016	20953079
573	"ENSMUSG00000030427.18"	"Lilra6"	chr7	-	3915911	3916196	3916025	3916196	3915478	3915787
574	"ENSMUSG00000089847.9"	"Timm10b"	chr7	+	105290234	105290435	105290234	105290367	105292517	105292839
575	"ENSMUSG00000031565.19"	"Fgfr1"	chr8	+	26047746	26047836	26047746	26047830	26048086	26048259
576	"ENSMUSG00000028580.16"	"Pum1"	chr4	+	130493231	130493366	130493231	130493360	130496126	130496264
577	"ENSMUSG00000110206.2"	"Flt3l"	chr7	-	44783305	44783450	44783321	44783450	44781651	44781836
578	"ENSMUSG00000110206.2"	"Flt3l"	chr7	-	44783305	44783450	44783321	44783450	44782846	44782925
579	"ENSMUSG00000027944.14"	"Hax1"	chr3	-	89905044	89905310	89905108	89905310	89903553	89903605
580	"ENSMUSG00000027944.14"	"Hax1"	chr3	-	89905044	89905310	89905108	89905310	89904693	89904872
581	"ENSMUSG00000027944.14"	"Hax1"	chr3	-	89905044	89905310	89905108	89905310	89904693	89904881
582	"ENSMUSG00000090086.9"	"AI480526"	chr5	-	123276013	123276129	123276017	123276129	123272686	123272780
583	"ENSMUSG00000090086.9"	"AI480526"	chr5	-	123277029	123278036	123277931	123278036	123276017	123276129
584	"ENSMUSG00000087174.9"	"5530601H04Rik"	chrX	-	104086730	104086910	104086735	104086910	104086264	104086423
585	"ENSMUSG00000087174.9"	"5530601H04Rik"	chrX	-	104112069	104112234	104112176	104112234	104110364	104110483
586	"ENSMUSG00000028141.13"	"Oaz3"	chr3	-	94343341	94343432	94343344	94343432	94343262	94343340
587	"ENSMUSG00000029166.15"	"Mapre3"	chr5	+	31020547	31020749	31020547	31020704	31021917	31022072
588	"ENSMUSG00000024002.19"	"Brd4"	chr17	-	32443057	32443196	32443060	32443196	32440846	32441139
589	"ENSMUSG00000024002.19"	"Brd4"	chr17	-	32471970	32472174	32472014	32472174	32448390	32448709
590	"ENSMUSG00000039137.19"	"Whrn"	chr4	-	63353584	63353799	63353596	63353799	63352346	63352383
591	"ENSMUSG00000018845.15"	"Unc45b"	chr11	+	82819757	82819905	82819757	82819899	82820246	82820387
592	"ENSMUSG00000075104.4"	"Olfr1219"	chr2	-	88913639	88913831	88913649	88913831	88909341	88909462
593	"ENSMUSG00000020697.17"	"Lig3"	chr11	+	82672018	82672102	82672018	82672098	82674171	82674725
594	"ENSMUSG00000021819.12"	"Zswim8"	chr14	+	20766019	20766151	20766019	20766130	20766289	20766469
595	"ENSMUSG00000022359.11"	"Wdyhv1"	chr15	+	58011729	58011837	58011729	58011829	58014001	58014052
596	"ENSMUSG00000022359.11"	"Wdyhv1"	chr15	+	58011729	58011837	58011729	58011829	58016975	58017100
597	"ENSMUSG00000031734.14"	"Irx3"	chr8	-	92526286	92527426	92526300	92527426	92526038	92526105
598	"ENSMUSG00000054309.10"	"Cpsf3"	chr12	+	21355303	21355470	21355303	21355456	21356773	21356882
599	"ENSMUSG00000017311.16"	"Pyy"	chr11	-	101997792	101997882	101997798	101997882	101997501	101997692
600	"ENSMUSG00000015363.14"	"Trabd"	chr15	+	88969476	88969660	88969476	88969649	88969728	88969840
601	"ENSMUSG00000055177.16"	"Cstl1"	chr2	+	148592730	148593074	148592730	148592918	148596526	148596637
602	"ENSMUSG00000115267.2"	"Vmn1r76"	chr7	-	11667211	11667326	11667255	11667326	11657449	11665160
603	"ENSMUSG00000043923.9"	"Ccdc84"	chr9	-	44324739	44324830	44324767	44324830	44324433	44324498
604	"ENSMUSG00000042772.16"	"Smg7"	chr1	-	152724346	152724767	152724484	152724767	152721869	152722014
605	"ENSMUSG00000109783.2"	"Gm45338"	chr16	+	23340436	23340968	23340436	23340703	23346244	23346356
606	"ENSMUSG00000074887.6"	"EU599041"	chr7	+	42870265	42870525	42870265	42870329	42872998	42873125
607	"ENSMUSG00000055850.13"	"Rnf181"	chr6	-	72338099	72338209	72338104	72338209	72337857	72337932
608	"ENSMUSG00000055850.13"	"Rnf181"	chr6	-	72338099	72338209	72338104	72338209	72337857	72337996
609	"ENSMUSG00000068882.14"	"Ssb"	chr2	+	69691905	69692083	69691905	69692056	69693567	69693659
610	"ENSMUSG00000024776.19"	"Stambpl1"	chr19	+	34169628	34170031	34169628	34169995	34197586	34197666
611	"ENSMUSG00000072753.13"	"9230020A06Rik"	chr11	+	71438598	71438906	71438598	71438809	71438990	71439080
612	"ENSMUSG00000029149.15"	"Krtcap3"	chr5	+	31410238	31410351	31410238	31410346	31410441	31410541
613	"ENSMUSG00000036120.11"	"Rfxank"	chr8	-	70588185	70588281	70588215	70588281	70587940	70588041
614	"ENSMUSG00000033987.17"	"Dnah17"	chr11	-	117979775	117979907	117979781	117979907	117978955	117979116
615	"ENSMUSG00000092545.9"	"Gm20319"	chr16	-	26558576	26558773	26558647	26558773	26551974	26552102
616	"ENSMUSG00000043843.18"	"Tmem145"	chr7	+	25007041	25007143	25007041	25007101	25007245	25007330
617	"ENSMUSG00000032372.15"	"Plscr2"	chr9	+	92157654	92158071	92157654	92158066	92164164	92164245
618	"ENSMUSG00000069601.15"	"Ank3"	chr10	+	69817945	69818027	69817945	69817991	69830201	69830276
619	"ENSMUSG00000066037.15"	"Hnrnpr"	chr4	+	136043671	136043795	136043671	136043790	136044394	136044502
620	"ENSMUSG00000043940.16"	"Wdfy3"	chr5	-	102047879	102048115	102047924	102048115	102046292	102046427
621	"ENSMUSG00000120253.1"	"ENSMUSG00000120253"	chr8	-	81042315	81042508	81042328	81042508	81039701	81040031
622	"ENSMUSG00000052387.17"	"Trpm3"	chr19	+	22862711	22862846	22862711	22862792	22866757	22866808
623	"ENSMUSG00000052387.17"	"Trpm3"	chr19	+	22903259	22903470	22903259	22903434	22955655	22955806
624	"ENSMUSG00000078651.9"	"Aoc2"	chr11	+	101219169	101219455	101219169	101219374	101219647	101219777
625	"ENSMUSG00000079033.11"	"Mef2b"	chr8	+	70618942	70619076	70618942	70619046	70619263	70619348
626	"ENSMUSG00000079033.11"	"Mef2b"	chr8	+	70618942	70619076	70618942	70619046	70619468	70619556
627	"ENSMUSG00000025006.19"	"Sorbs1"	chr19	-	40365088	40365460	40365427	40365460	40361919	40362061
628	"ENSMUSG00000009079.17"	"Ewsr1"	chr11	-	5032252	5032433	5032283	5032433	5028919	5028952
629	"ENSMUSG00000035842.11"	"Ddx11"	chr17	+	66437454	66437541	66437454	66437463	66437674	66437829
630	"ENSMUSG00000029534.18"	"St7"	chr6	+	17921987	17922138	17921987	17922123	17930764	17930857
631	"ENSMUSG00000121494.1"	"9030619P08Rik"	chr15	-	75301766	75301877	75301798	75301877	75299449	75300027
632	"ENSMUSG00000121494.1"	"9030619P08Rik"	chr15	-	75301766	75301877	75301798	75301877	75301054	75301253
633	"ENSMUSG00000040434.17"	"Large2"	chr2	-	92200907	92201008	92200910	92201008	92200204	92200328
634	"ENSMUSG00000040434.17"	"Large2"	chr2	-	92200907	92201008	92200910	92201008	92200521	92200604
635	"ENSMUSG00000108414.3"	"Snhg1"	chr19	+	8702848	8703190	8702848	8702887	8703430	8703466
636	"ENSMUSG00000038437.12"	"Mllt6"	chr11	+	97563282	97563508	97563282	97563418	97564285	97564897
637	"ENSMUSG00000020770.14"	"Unk"	chr11	+	115943841	115943984	115943841	115943945	115944315	115944516
638	"ENSMUSG00000029478.17"	"Ncor2"	chr5	-	125105675	125105862	125105684	125105862	125103865	125104281
639	"ENSMUSG00000019905.9"	"Gprc6a"	chr10	-	51502526	51503363	51503051	51503363	51496993	51497206
640	"ENSMUSG00000040918.13"	"Slc19a2"	chr1	+	164084315	164084918	164084315	164084804	164088360	164088586
641	"ENSMUSG00000094950.3"	"Vmn2r66"	chr7	-	84654300	84654445	84654321	84654445	84634573	84644772
642	"ENSMUSG00000060373.16"	"Hnrnpc"	chr14	-	52319245	52319360	52319284	52319360	52318716	52318764
643	"ENSMUSG00000015090.14"	"Ptgds"	chr2	-	25357298	25357357	25357331	25357357	25356720	25356843
644	"ENSMUSG00000034108.7"	"Ccs"	chr19	-	4884200	4884338	4884267	4884338	4882860	4882921
645	"ENSMUSG00000034108.7"	"Ccs"	chr19	-	4884200	4884338	4884267	4884338	4883368	4883475
646	"ENSMUSG00000034108.7"	"Ccs"	chr19	-	4884200	4884338	4884221	4884338	4883368	4883546
647	"ENSMUSG00000034108.7"	"Ccs"	chr19	-	4884200	4884338	4884267	4884338	4883368	4883546
648	"ENSMUSG00000034108.7"	"Ccs"	chr19	-	4884221	4884338	4884267	4884338	4883368	4883546
649	"ENSMUSG00000020214.11"	"Glipr1l2"	chr10	+	111933810	111933921	111933810	111933896	111942721	111942748
650	"ENSMUSG00000025219.14"	"Fgf8"	chr19	-	45730762	45730991	45730954	45730991	45729937	45730085
651	"ENSMUSG00000068205.15"	"Macrod2"	chr2	+	142098440	142098551	142098440	142098503	142103012	142103081
652	"ENSMUSG00000064121.5"	"Olfr96"	chr17	+	37531036	37531578	37531036	37531251	37535945	37537564
653	"ENSMUSG00000034771.16"	"Tle2"	chr10	+	81416090	81416165	81416090	81416132	81416317	81416501
654	"ENSMUSG00000028218.20"	"Cibar1"	chr4	-	12168222	12168324	12168228	12168324	12164087	12164192
655	"ENSMUSG00000031425.16"	"Plp1"	chrX	+	135732701	135732963	135732701	135732858	135734016	135734185
656	"ENSMUSG00000020831.19"	"0610010K14Rik"	chr11	-	70126822	70127037	70126849	70127037	70126031	70126294
657	"ENSMUSG00000020831.19"	"0610010K14Rik"	chr11	-	70126822	70127037	70126849	70127037	70126033	70126290
658	"ENSMUSG00000020831.19"	"0610010K14Rik"	chr11	-	70126822	70127037	70126849	70127037	70126521	70126626
659	"ENSMUSG00000056822.5"	"Olfr166"	chr16	+	19302443	19303734	19302443	19303568	19305552	19308632
660	"ENSMUSG00000066406.17"	"Akap13"	chr7	+	75258232	75261308	75258232	75261296	75264668	75264796
661	"ENSMUSG00000044816.11"	"D630023F18Rik"	chr1	-	65160497	65160597	65160515	65160597	65158697	65158780
662	"ENSMUSG00000078974.11"	"Sec61g"	chr11	-	16458078	16458484	16458103	16458484	16456372	16456472
663	"ENSMUSG00000001632.17"	"Brpf1"	chr6	+	113294508	113294655	113294508	113294637	113295372	113295682
664	"ENSMUSG00000022124.16"	"Fbxl3"	chr14	-	103332628	103332977	103332772	103332977	103329739	103329862
665	"ENSMUSG00000029723.17"	"Spacdr"	chr5	+	137760637	137760970	137760637	137760959	137766222	137766654
666	"ENSMUSG00000026656.16"	"Fcgr2b"	chr1	-	170790893	170791034	170790977	170791034	170788764	170788802
667	"ENSMUSG00000071562.7"	"Stfa1"	chr16	+	36100827	36101022	36100827	36100929	36105531	36105735
668	"ENSMUSG00000036902.12"	"Neto2"	chr8	-	86390015	86390060	86390036	86390060	86389807	86389935
669	"ENSMUSG00000025969.16"	"Nrp2"	chr1	+	62825439	62825475	62825439	62825460	62851692	62851743
670	"ENSMUSG00000025969.16"	"Nrp2"	chr1	+	62825439	62825475	62825439	62825460	62854491	62857854
671	"ENSMUSG00000079487.12"	"Med12"	chrX	+	100337030	100337236	100337030	100337227	100337398	100337476
672	"ENSMUSG00000030830.19"	"Itgal"	chr7	+	126916448	126916538	126916448	126916535	126921066	126921120
673	"ENSMUSG00000032410.14"	"Xrn1"	chr9	+	95921752	95921909	95921752	95921897	95927538	95927714
674	"ENSMUSG00000058328.14"	"Xlr5a"	chrX	-	72161207	72161308	72161284	72161308	72158740	72158877
675	"ENSMUSG00000006304.15"	"Arpc2"	chr1	+	74275976	74276206	74275976	74276058	74285238	74285273
676	"ENSMUSG00000036422.11"	"Pcdh8"	chr14	-	80005936	80008752	80006227	80008752	80005550	80005761
677	"ENSMUSG00000018923.14"	"Med11"	chr11	+	70342744	70342919	70342744	70342889	70343033	70343164
678	"ENSMUSG00000061388.12"	"Csn1s2b"	chr5	+	87966924	87966969	87966924	87966954	87968809	87968854
679	"ENSMUSG00000034456.16"	"Uroc1"	chr6	+	90322290	90322481	90322290	90322379	90323287	90323350
680	"ENSMUSG00000031885.15"	"Cbfb"	chr8	+	105929083	105929210	105929083	105929179	105942535	105944613
681	"ENSMUSG00000013698.13"	"Pea15a"	chr1	-	172027974	172028148	172028040	172028148	172026677	172026833
682	"ENSMUSG00000009596.10"	"Taf7l"	chrX	-	133371128	133371258	133371236	133371258	133370864	133370920
683	"ENSMUSG00000003420.9"	"Fcgrt"	chr7	-	44751825	44752095	44751837	44752095	44751333	44751609
684	"ENSMUSG00000033020.8"	"Polr2f"	chr15	+	79030252	79030383	79030252	79030338	79035535	79035607
685	"ENSMUSG00000005774.13"	"Rfx5"	chr3	+	94862073	94862195	94862073	94862192	94862331	94862457
686	"ENSMUSG00000028059.17"	"Arhgef2"	chr3	+	88539582	88539646	88539582	88539640	88540219	88540349
687	"ENSMUSG00000025153.10"	"Fasn"	chr11	-	120705302	120705589	120705308	120705589	120704479	120704866
688	"ENSMUSG00000031298.16"	"Adgrg2"	chrX	+	159241830	159241878	159241830	159241869	159244338	159244377
689	"ENSMUSG00000020262.16"	"Adarb1"	chr10	-	77148181	77148360	77148211	77148360	77146939	77147108
690	"ENSMUSG00000016346.18"	"Kcnq2"	chr2	-	180728668	180728893	180728761	180728893	180724125	180724249
691	"ENSMUSG00000028637.17"	"Ccdc30"	chr4	-	119250738	119250854	119250753	119250854	119216754	119216934
692	"ENSMUSG00000028034.16"	"Fubp1"	chr3	+	151931716	151931854	151931716	151931845	151933807	151933882
693	"ENSMUSG00000063810.8"	"Alms1"	chr6	+	85585967	85587514	85585967	85586107	85587799	85587918
694	"ENSMUSG00000079563.11"	"Pglyrp2"	chr17	-	32635851	32636062	32635880	32636062	32634779	32635077
695	"ENSMUSG00000079563.11"	"Pglyrp2"	chr17	-	32636954	32637962	32637081	32637962	32634779	32635077
696	"ENSMUSG00000079563.11"	"Pglyrp2"	chr17	-	32636954	32637962	32637081	32637962	32635880	32636062
697	"ENSMUSG00000035478.15"	"Mbd3"	chr10	-	80234955	80235384	80235051	80235384	80231269	80231429
698	"ENSMUSG00000092166.3"	"Pramel45"	chr5	+	95257065	95257656	95257065	95257186	95258449	95259017
699	"ENSMUSG00000022580.14"	"Rhpn1"	chr15	+	75584850	75584927	75584850	75584873	75585067	75585214
700	"ENSMUSG00000026634.17"	"Angel2"	chr1	+	190660688	190660955	190660688	190660914	190665063	190665389
701	"ENSMUSG00000026634.17"	"Angel2"	chr1	+	190660688	190660955	190660688	190660914	190669640	190669897
702	"ENSMUSG00000085971.6"	"Gm15411"	chr5	-	148952244	148952623	148952329	148952623	148936680	148936781
703	"ENSMUSG00000045404.17"	"Kcnk13"	chr12	+	99930757	99931074	99930757	99931060	99931462	99932539
704	"ENSMUSG00000041119.13"	"Pde9a"	chr17	+	31679152	31679235	31679152	31679223	31680544	31680701
705	"ENSMUSG00000042557.15"	"Sin3a"	chr9	+	57025353	57025455	57025353	57025446	57026376	57026471
706	"ENSMUSG00000061911.16"	"Myt1l"	chr12	+	29876864	29877836	29876864	29877830	29882286	29882421
707	"ENSMUSG00000021820.19"	"Camk2g"	chr14	-	20814213	20814336	20814219	20814336	20810464	20810548
708	"ENSMUSG00000037902.19"	"Sirpa"	chr2	+	129469865	129469917	129469865	129469905	129471846	129474140
709	"ENSMUSG00000062753.15"	"AI413582"	chr17	-	27783535	27783724	27783595	27783724	27783122	27783228
710	"ENSMUSG00000062753.15"	"AI413582"	chr17	-	27783535	27783724	27783595	27783724	27783358	27783384
711	"ENSMUSG00000057948.13"	"Unc13d"	chr11	-	115960706	115960763	115960712	115960763	115960527	115960625
712	"ENSMUSG00000031285.15"	"Dcx"	chrX	-	142658750	142658888	142658765	142658888	142653605	142653700
713	"ENSMUSG00000073406.11"	"H2-Bl"	chr17	-	36392133	36392409	36392367	36392409	36391890	36392007
714	"ENSMUSG00000121496.1"	"Ube2d-ps"	chr11	+	5730205	5730635	5730205	5730311	5732184	5732357
715	"ENSMUSG00000037437.19"	"Adam32"	chr8	-	25342192	25342294	25342255	25342294	25327798	25327837
716	"ENSMUSG00000024109.19"	"Nrxn1"	chr17	-	90366903	90366991	90366912	90366991	90344323	90344812
717	"ENSMUSG00000024109.19"	"Nrxn1"	chr17	-	91009394	91009439	91009415	91009439	91008171	91008333
718	"ENSMUSG00000087674.9"	"4930447M23Rik"	chr2	+	19353324	19353426	19353324	19353422	19354047	19354108
719	"ENSMUSG00000038569.14"	"Rad9b"	chr5	-	122490606	122490677	122490608	122490677	122489623	122489773
720	"ENSMUSG00000050315.15"	"Synpo2"	chr3	-	122906080	122908275	122906257	122908275	122870167	122873907
721	"ENSMUSG00000020866.18"	"Cacna1g"	chr11	-	94316589	94316803	94316610	94316803	94309644	94309796
722	"ENSMUSG00000020866.18"	"Cacna1g"	chr11	-	94316589	94316803	94316610	94316803	94314496	94314550
723	"ENSMUSG00000042788.13"	"Fam166b"	chr4	-	43427972	43428169	43428032	43428169	43427787	43427839
724	"ENSMUSG00000019558.15"	"Slc6a8"	chrX	+	72723524	72723677	72723524	72723662	72723737	72723840
725	"ENSMUSG00000020472.15"	"Zkscan17"	chr11	-	59394209	59394636	59394502	59394636	59393745	59393926
726	"ENSMUSG00000085558.9"	"4930412C18Rik"	chr4	+	9770584	9770821	9770584	9770694	9782625	9782739
727	"ENSMUSG00000085558.9"	"4930412C18Rik"	chr4	+	9782625	9782823	9782625	9782739	9784904	9785161
728	"ENSMUSG00000061376.3"	"Vmn1r219"	chr13	+	23343481	23343882	23343481	23343868	23346732	23352324
729	"ENSMUSG00000057335.12"	"Cep170"	chr1	-	176570036	176570214	176570066	176570214	176567484	176567655
730	"ENSMUSG00000040599.14"	"Mis12"	chr11	+	70910436	70911015	70910436	70910549	70915375	70915537
731	"ENSMUSG00000117433.2"	"Gm41654"	chr17	-	92169350	92169499	92169433	92169499	92166011	92166082
732	"ENSMUSG00000060245.6"	"Vmn1r228"	chr17	-	20999223	20999347	20999269	20999347	20995245	20998494
733	"ENSMUSG00000060245.6"	"Vmn1r228"	chr17	-	21006006	21006419	21006029	21006419	20999223	20999347
734	"ENSMUSG00000050504.4"	"Olfr1323"	chrX	-	49100735	49100864	49100740	49100864	49099669	49099881
735	"ENSMUSG00000118134.3"	"4930549G23Rik"	chr18	-	67923747	67924019	67923888	67924019	67922421	67922547
736	"ENSMUSG00000031098.19"	"Syt8"	chr7	+	141988737	141988829	141988737	141988818	141991899	141992010
737	"ENSMUSG00000051046.8"	"Olfr214"	chr6	+	116531195	116531434	116531195	116531242	116531866	116531937
738	"ENSMUSG00000029106.15"	"Add1"	chr5	+	34773906	34774251	34773906	34774158	34776693	34776795
739	"ENSMUSG00000062483.5"	"Vmn1r171"	chr7	+	23330146	23330415	23330146	23330270	23330535	23330699
