ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
1358	"ENSMUSG00000022587.16"	"Ly6e"	chr15	+	74829625	74829726	74829628	74829726	74828403	74828562
1359	"ENSMUSG00000042594.17"	"Sh2b3"	chr5	-	121956527	121956742	121956527	121956712	121956822	121956917
1360	"ENSMUSG00000022792.17"	"Yars2"	chr16	+	16124326	16124482	16124361	16124482	16122399	16122567
1361	"ENSMUSG00000087674.9"	"4930447M23Rik"	chr2	+	19352304	19352498	19352415	19352498	19349662	19349930
1362	"ENSMUSG00000032504.16"	"Pdcd6ip"	chr9	-	113514374	113514506	113514374	113514491	113516692	113516793
1363	"ENSMUSG00000021356.11"	"Irf4"	chr13	+	30937427	30937572	30937430	30937572	30936673	30936762
1364	"ENSMUSG00000051323.17"	"Pcdh19"	chrX	-	132526017	132526190	132526017	132526187	132533643	132533702
1365	"ENSMUSG00000028786.16"	"Tmem54"	chr4	+	129005031	129005419	129005115	129005419	129004605	129004740
1366	"ENSMUSG00000020866.18"	"Cacna1g"	chr11	-	94349919	94350703	94349919	94350652	94352718	94352811
1367	"ENSMUSG00000056900.14"	"Usp13"	chr3	+	32901958	32902019	32901961	32902019	32891984	32892110
1368	"ENSMUSG00000054277.9"	"Arfgap3"	chr15	-	83194450	83194585	83194450	83194582	83197669	83197813
1369	"ENSMUSG00000019558.15"	"Slc6a8"	chrX	+	72722669	72722794	72722699	72722794	72722471	72722575
1370	"ENSMUSG00000052656.13"	"Rnf103"	chr6	+	71485669	71487865	71485852	71487865	71482717	71482833
1371	"ENSMUSG00000061376.3"	"Vmn1r219"	chr13	+	23344763	23352324	23346732	23352324	23343481	23343868
1372	"ENSMUSG00000034566.11"	"Atp5h"	chr11	-	115309211	115309342	115309211	115309333	115310717	115310788
1373	"ENSMUSG00000034566.11"	"Atp5h"	chr11	-	115309211	115309376	115309211	115309333	115310717	115310788
1374	"ENSMUSG00000034566.11"	"Atp5h"	chr11	-	115309211	115309376	115309211	115309342	115310717	115310788
1375	"ENSMUSG00000042801.6"	"Olfr769"	chr10	-	128944820	128948508	128944820	128948326	128951170	128951369
1376	"ENSMUSG00000029370.11"	"Rassf6"	chr5	-	90756657	90756851	90756657	90756812	90757573	90757671
1377	"ENSMUSG00000024941.10"	"Scyl1"	chr19	-	5809692	5809832	5809692	5809781	5810008	5810173
1378	"ENSMUSG00000024908.16"	"Ppp6r3"	chr19	-	3523768	3523866	3523768	3523815	3528277	3528364
1379	"ENSMUSG00000024908.16"	"Ppp6r3"	chr19	-	3523768	3523866	3523768	3523815	3534830	3534916
1380	"ENSMUSG00000030945.18"	"Acsm2"	chr7	+	119190470	119190585	119190485	119190585	119190249	119190377
1381	"ENSMUSG00000002409.19"	"Dyrk1b"	chr7	+	27885138	27885454	27885258	27885454	27884720	27884861
1382	"ENSMUSG00000026782.16"	"Abi2"	chr1	+	60489229	60489412	60489328	60489412	60487236	60487361
1383	"ENSMUSG00000015697.15"	"Setdb1"	chr3	-	95247217	95247376	95247217	95247373	95247472	95247623
1384	"ENSMUSG00000079389.11"	"Gm3149"	chr14	-	18144051	18145196	18144051	18144376	18149461	18149645
1385	"ENSMUSG00000024758.16"	"Rtn3"	chr19	-	7433664	7435788	7433664	7434825	7445175	7445232
1386	"ENSMUSG00000026781.18"	"Acbd5"	chr2	+	22989573	22989776	22989576	22989776	22984300	22984529
1387	"ENSMUSG00000051046.8"	"Olfr214"	chr6	+	116533357	116534368	116533360	116534368	116531866	116531937
1388	"ENSMUSG00000029106.15"	"Add1"	chr5	+	34786479	34786516	34786482	34786516	34785758	34785857
1389	"ENSMUSG00000062483.5"	"Vmn1r171"	chr7	+	23331165	23333795	23331365	23333795	23330535	23330699
1390	"ENSMUSG00000062483.5"	"Vmn1r171"	chr7	+	23331165	23333795	23331595	23333795	23330535	23330699
1391	"ENSMUSG00000062483.5"	"Vmn1r171"	chr7	+	23331165	23333795	23331662	23333795	23330535	23330699
1392	"ENSMUSG00000062483.5"	"Vmn1r171"	chr7	+	23331365	23333795	23331595	23333795	23330535	23330699
1393	"ENSMUSG00000062483.5"	"Vmn1r171"	chr7	+	23331365	23333795	23331662	23333795	23330535	23330699
1394	"ENSMUSG00000062483.5"	"Vmn1r171"	chr7	+	23331595	23333795	23331662	23333795	23330535	23330699
1395	"ENSMUSG00000024989.16"	"Cep55"	chr19	+	38061745	38062869	38061748	38062869	38060212	38060338
1396	"ENSMUSG00000026331.14"	"Slco6c1"	chr1	-	97047529	97047718	97047529	97047667	97053316	97053577
1397	"ENSMUSG00000051736.9"	"Fam229b"	chr10	-	38998172	38998331	38998172	38998328	39008242	39008374
1398	"ENSMUSG00000027552.15"	"E2f5"	chr3	+	14666059	14666106	14666062	14666106	14653199	14653361
1399	"ENSMUSG00000095248.4"	"Olfr681"	chr7	+	104769586	104769934	104769770	104769934	104767198	104767343
1400	"ENSMUSG00000071753.14"	"Cdr1os"	chrX	+	60178318	60178402	60178326	60178402	60176971	60177109
1401	"ENSMUSG00000036022.16"	"Fam122b"	chrX	-	52347833	52347898	52347833	52347895	52348717	52348803
1402	"ENSMUSG00000063889.17"	"Crem"	chr18	-	3266355	3268129	3266355	3267732	3273421	3273578
1403	"ENSMUSG00000063889.17"	"Crem"	chr18	-	3276693	3276775	3276693	3276729	3281687	3281769
1404	"ENSMUSG00000030782.18"	"Tgfb1i1"	chr7	+	127847749	127847892	127847815	127847892	127847591	127847644
1405	"ENSMUSG00000018727.20"	"Cpsf4l"	chr11	-	113590661	113590808	113590661	113590739	113592881	113592921
1406	"ENSMUSG00000018727.20"	"Cpsf4l"	chr11	-	113593238	113593335	113593238	113593332	113594096	113594192
1407	"ENSMUSG00000048065.9"	"Cyb5r2"	chr7	-	107352422	107352554	107352422	107352506	107353052	107353182
1408	"ENSMUSG00000024163.18"	"Mapk8ip3"	chr17	-	25136968	25137113	25136968	25137110	25142789	25142881
1409	"ENSMUSG00000004099.17"	"Dnmt1"	chr9	-	20851771	20851850	20851771	20851847	20852668	20852879
1410	"ENSMUSG00000114982.2"	"Vmn1r14"	chr6	+	57210390	57214489	57210538	57214489	57208670	57208732
1411	"ENSMUSG00000038782.8"	"1700028J19Rik"	chr7	-	43880205	43880339	43880205	43880334	43880749	43880896
1412	"ENSMUSG00000042167.7"	"Tent2"	chr13	-	93311147	93311226	93311147	93311214	93312026	93312118
1413	"ENSMUSG00000042167.7"	"Tent2"	chr13	-	93311147	93311226	93311147	93311214	93320586	93320824
1414	"ENSMUSG00000051506.18"	"Wdfy4"	chr14	-	32760513	32760695	32760513	32760680	32763110	32763162
1415	"ENSMUSG00000022212.16"	"Cpne6"	chr14	+	55753983	55754220	55753986	55754220	55753708	55753842
1416	"ENSMUSG00000034586.15"	"Hid1"	chr11	-	115250520	115250637	115250520	115250634	115251147	115251318
1417	"ENSMUSG00000009995.18"	"Tafazzin"	chrX	+	73332053	73332119	73332056	73332119	73331783	73331825
1418	"ENSMUSG00000029064.16"	"Gnb1"	chr4	+	155641924	155643726	155641927	155643726	155641627	155641743
1419	"ENSMUSG00000024805.17"	"Pcgf5"	chr19	+	36414702	36414762	36414705	36414762	36414554	36414610
1420	"ENSMUSG00000037275.15"	"Gemin5"	chr11	-	58013107	58013204	58013107	58013201	58015757	58016244
1421	"ENSMUSG00000037275.15"	"Gemin5"	chr11	-	58028493	58028592	58028493	58028589	58029844	58029967
1422	"ENSMUSG00000120037.1"	"ENSMUSG00000120037"	chr13	-	69162197	69162308	69162197	69162276	69175993	69176114
1423	"ENSMUSG00000022324.16"	"Matn2"	chr15	+	34433178	34433313	34433235	34433313	34432825	34432897
1424	"ENSMUSG00000037112.17"	"Sik2"	chr9	-	50804100	50805381	50804100	50804689	50806643	50807261
1425	"ENSMUSG00000039543.17"	"Cfap70"	chr14	-	20498622	20498787	20498622	20498725	20502269	20502290
1426	"ENSMUSG00000024862.17"	"Klc2"	chr19	-	5160224	5160292	5160224	5160286	5160394	5160444
1427	"ENSMUSG00000027524.10"	"Edn3"	chr2	+	174621478	174621544	174621490	174621544	174620380	174620557
1428	"ENSMUSG00000089809.10"	"Rasgef1b"	chr5	-	99382334	99382550	99382334	99382547	99388681	99388819
1429	"ENSMUSG00000000884.18"	"Gnb1l"	chr16	+	18362860	18363023	18362864	18363023	18359721	18359847
1430	"ENSMUSG00000000884.18"	"Gnb1l"	chr16	+	18371116	18371332	18371158	18371332	18366842	18366941
1431	"ENSMUSG00000068922.15"	"Msto1"	chr3	-	88820164	88820234	88820164	88820230	88820873	88821009
1432	"ENSMUSG00000045095.17"	"Magi1"	chr6	-	93670988	93671189	93670988	93671156	93674174	93674468
1433	"ENSMUSG00000045095.17"	"Magi1"	chr6	-	93670988	93671192	93670988	93671156	93674174	93674468
1434	"ENSMUSG00000045095.17"	"Magi1"	chr6	-	93670988	93671192	93670988	93671189	93674174	93674468
1435	"ENSMUSG00000045095.17"	"Magi1"	chr6	-	93684984	93685201	93684984	93685198	93694220	93694252
1436	"ENSMUSG00000063870.13"	"Chd4"	chr6	+	125077740	125077956	125077761	125077956	125077430	125077552
1437	"ENSMUSG00000063870.13"	"Chd4"	chr6	+	125079394	125079573	125079433	125079573	125079125	125079261
1438	"ENSMUSG00000022387.18"	"Brd1"	chr15	-	88584975	88585473	88584975	88585080	88591236	88591497
1439	"ENSMUSG00000115701.2"	"Vmn1r6"	chr6	+	56979288	56986810	56979433	56986810	56976018	56976250
1440	"ENSMUSG00000058318.16"	"Phf21a"	chr2	+	92157257	92157509	92157260	92157509	92150573	92150804
1441	"ENSMUSG00000058318.16"	"Phf21a"	chr2	+	92158656	92158746	92158659	92158746	92150573	92150804
1442	"ENSMUSG00000058318.16"	"Phf21a"	chr2	+	92158656	92158746	92158659	92158746	92157260	92157509
1443	"ENSMUSG00000058298.11"	"Mcm9"	chr10	-	53491947	53492211	53491947	53492148	53496229	53496311
1444	"ENSMUSG00000020773.12"	"Trim47"	chr11	-	115997757	115997832	115997757	115997829	115998249	115998448
1445	"ENSMUSG00000031736.13"	"Crnde"	chr8	-	93071480	93071667	93071480	93071648	93072977	93073091
1446	"ENSMUSG00000031736.13"	"Crnde"	chr8	-	93073411	93073546	93073411	93073540	93077318	93077382
1447	"ENSMUSG00000031736.13"	"Crnde"	chr8	-	93073411	93073732	93073411	93073540	93077318	93077382
1448	"ENSMUSG00000031736.13"	"Crnde"	chr8	-	93073411	93073732	93073411	93073546	93077318	93077382
1449	"ENSMUSG00000046623.9"	"Gjb4"	chr4	-	127244878	127246275	127244878	127246274	127247825	127247874
1450	"ENSMUSG00000113902.2"	"Ndufb1"	chr12	-	101935751	101935896	101935751	101935893	101943042	101943323
1451	"ENSMUSG00000023873.14"	"1700010I14Rik"	chr17	+	9226728	9227151	9226837	9227151	9224524	9224586
1452	"ENSMUSG00000071669.15"	"Snx29"	chr16	+	11238564	11238647	11238567	11238647	11236686	11236762
1453	"ENSMUSG00000007617.19"	"Homer1"	chr13	+	93502750	93503642	93502785	93503642	93492447	93492587
1454	"ENSMUSG00000059456.14"	"Ptk2b"	chr14	-	66394509	66394556	66394509	66394544	66395496	66395521
1455	"ENSMUSG00000029713.16"	"Gnb2"	chr5	-	137528659	137528698	137528659	137528685	137528956	137529559
1456	"ENSMUSG00000024070.16"	"Prkd3"	chr17	-	79269955	79270008	79269955	79270005	79273603	79273880
1457	"ENSMUSG00000026553.18"	"Copa"	chr1	+	171938216	171938382	171938243	171938382	171938055	171938141
1458	"ENSMUSG00000090362.3"	"Vmn2r79"	chr7	+	86652593	86652821	86652611	86652821	86651079	86651886
1459	"ENSMUSG00000040774.16"	"Cept1"	chr3	-	106446505	106446919	106446505	106446912	106454738	106454898
1460	"ENSMUSG00000066952.12"	"Myo1h"	chr5	+	114498545	114498681	114498617	114498681	114497804	114497860
1461	"ENSMUSG00000066952.12"	"Myo1h"	chr5	+	114499260	114499385	114499287	114499385	114499103	114499174
1462	"ENSMUSG00000031314.19"	"Taf1"	chrX	+	100584365	100584607	100584428	100584607	100582673	100582793
1463	"ENSMUSG00000098202.3"	"B830012L14Rik"	chr12	+	109651038	109651079	109651040	109651079	109650132	109650212
1464	"ENSMUSG00000101073.3"	"Vmn1r200"	chr13	+	22579168	22584222	22579188	22584222	22578470	22578586
1465	"ENSMUSG00000101073.3"	"Vmn1r200"	chr13	+	22579168	22584222	22579244	22584222	22578470	22578586
1466	"ENSMUSG00000101073.3"	"Vmn1r200"	chr13	+	22579188	22584222	22579244	22584222	22578470	22578586
1467	"ENSMUSG00000078350.12"	"Smim1"	chr4	-	154108144	154108348	154108144	154108344	154108523	154110078
1468	"ENSMUSG00000078350.12"	"Smim1"	chr4	-	154108144	154108344	154108144	154108274	154109960	154110078
1469	"ENSMUSG00000078350.12"	"Smim1"	chr4	-	154108144	154108348	154108144	154108274	154109960	154110078
1470	"ENSMUSG00000078350.12"	"Smim1"	chr4	-	154108144	154108348	154108144	154108344	154109960	154110078
1471	"ENSMUSG00000078350.12"	"Smim1"	chr4	-	154108523	154108807	154108523	154108650	154109960	154110078
1472	"ENSMUSG00000105646.3"	"Gm30211"	chr6	+	70713225	70713338	70713250	70713338	70706818	70706944
1473	"ENSMUSG00000042570.15"	"Mier2"	chr10	-	79384619	79384743	79384619	79384737	79385017	79385143
1474	"ENSMUSG00000001911.17"	"Nfix"	chr8	-	85453097	85453234	85453097	85453231	85453752	85453873
1475	"ENSMUSG00000001062.19"	"Vps9d1"	chr8	-	123970426	123970534	123970426	123970531	123971852	123971949
1476	"ENSMUSG00000085396.9"	"Firre"	chrX	-	49697347	49697484	49697347	49697481	49697563	49697691
1477	"ENSMUSG00000085396.9"	"Firre"	chrX	-	49716083	49716186	49716083	49716127	49719767	49719872
1478	"ENSMUSG00000024026.14"	"Glo1"	chr17	-	30816778	30816866	30816778	30816846	30819012	30819153
1479	"ENSMUSG00000043537.3"	"Vmn1r225"	chr17	+	20722539	20726410	20722744	20726410	20718419	20718534
1480	"ENSMUSG00000056328.15"	"Myh1"	chr11	+	67092667	67092911	67092671	67092911	67091235	67091268
1481	"ENSMUSG00000026074.16"	"Map4k4"	chr1	+	40039690	40039909	40039783	40039909	40039047	40039134
1482	"ENSMUSG00000026074.16"	"Map4k4"	chr1	+	40045830	40045982	40045833	40045982	40043966	40044073
1483	"ENSMUSG00000062859.16"	"Tcp11"	chr17	-	28296959	28297050	28296959	28297032	28298895	28299279
1484	"ENSMUSG00000008489.19"	"Elavl2"	chr4	-	91138999	91141807	91138999	91141804	91142377	91142416
1485	"ENSMUSG00000028212.17"	"Ccne2"	chr4	+	11192814	11192911	11192817	11192911	11192680	11192717
1486	"ENSMUSG00000054199.19"	"Gon4l"	chr3	+	88761908	88762102	88761911	88762102	88753694	88753886
1487	"ENSMUSG00000030603.17"	"Psmc4"	chr7	-	27748217	27748404	27748217	27748311	27748528	27748627
1488	"ENSMUSG00000100303.5"	"2600014E21Rik"	chr2	+	75078720	75078863	75078770	75078863	74969633	74969717
1489	"ENSMUSG00000030330.16"	"Ing4"	chr6	+	125024441	125024550	125024444	125024550	125024173	125024288
1490	"ENSMUSG00000039686.15"	"Zer1"	chr2	-	30000216	30000432	30000216	30000393	30000673	30001110
1491	"ENSMUSG00000045180.14"	"Shroom2"	chrX	-	151406121	151406331	151406121	151406313	151440419	151440520
1492	"ENSMUSG00000025505.17"	"Tmem80"	chr7	+	140913550	140913644	140913560	140913644	140912822	140912842
1493	"ENSMUSG00000025505.17"	"Tmem80"	chr7	+	140913550	140913644	140913560	140913644	140912822	140912921
1494	"ENSMUSG00000051675.14"	"Trim32"	chr4	+	65531365	65534475	65531368	65534475	65523222	65523306
1495	"ENSMUSG00000027674.17"	"Pex5l"	chr3	-	33060068	33060195	33060068	33060192	33061270	33061465
1496	"ENSMUSG00000027674.17"	"Pex5l"	chr3	-	33136124	33136378	33136124	33136284	33136964	33137209
1497	"ENSMUSG00000029153.12"	"Ociad2"	chr5	-	73486609	73486663	73486609	73486641	73489446	73489543
1498	"ENSMUSG00000055204.16"	"Ankrd17"	chr5	-	90426101	90426250	90426101	90426247	90430709	90431462
1499	"ENSMUSG00000055204.16"	"Ankrd17"	chr5	-	90426101	90426250	90426101	90426247	90432899	90433002
1500	"ENSMUSG00000070565.12"	"Rasal2"	chr1	-	156986228	156986428	156986228	156986407	156988694	156988896
1501	"ENSMUSG00000028327.15"	"Stra6l"	chr4	+	45859935	45860036	45859970	45860036	45858146	45858222
1502	"ENSMUSG00000054892.15"	"Txk"	chr5	-	72893704	72893783	72893704	72893762	72910021	72910116
1503	"ENSMUSG00000024963.13"	"Dnajc4"	chr19	-	6966790	6966955	6966790	6966952	6967048	6967233
1504	"ENSMUSG00000030761.17"	"Myo7a"	chr7	-	97714818	97715102	97714818	97714988	97715547	97715674
1505	"ENSMUSG00000091670.4"	"Vmn2r105"	chr17	-	20422582	20429420	20422582	20424474	20444836	20444960
1506	"ENSMUSG00000091670.4"	"Vmn2r105"	chr17	-	20422582	20430653	20422582	20424474	20444836	20444960
1507	"ENSMUSG00000091670.4"	"Vmn2r105"	chr17	-	20422582	20430653	20422582	20429420	20444836	20444960
1508	"ENSMUSG00000063142.16"	"Kcnma1"	chr14	-	23350088	23350113	23350088	23350110	23359107	23359332
1509	"ENSMUSG00000063142.16"	"Kcnma1"	chr14	-	23475634	23475817	23475634	23475808	23486017	23486094
1510	"ENSMUSG00000063142.16"	"Kcnma1"	chr14	-	23492060	23492159	23492060	23492147	23501666	23501735
1511	"ENSMUSG00000101483.3"	"1700016L21Rik"	chr1	+	80427793	80427853	80427798	80427853	80406392	80406471
1512	"ENSMUSG00000006676.18"	"Usp19"	chr9	+	108370759	108371062	108370762	108371062	108370548	108370682
1513	"ENSMUSG00000006676.18"	"Usp19"	chr9	+	108372232	108372453	108372238	108372453	108372010	108372126
1514	"ENSMUSG00000003279.18"	"Dlgap1"	chr17	+	71068069	71068440	71068153	71068440	70969563	70969804
1515	"ENSMUSG00000003279.18"	"Dlgap1"	chr17	+	71068069	71068440	71068153	71068440	71025190	71025220
1516	"ENSMUSG00000039795.15"	"Zfand1"	chr3	-	10406053	10406209	10406053	10406205	10409860	10409982
1517	"ENSMUSG00000048758.15"	"Rpl29"	chr9	+	106307168	106307213	106307174	106307213	106306737	106306838
1518	"ENSMUSG00000025260.11"	"Hsd17b10"	chrX	+	150786618	150786777	150786648	150786777	150786356	150786521
1519	"ENSMUSG00000091568.9"	"Gm8206"	chr14	+	16451870	16453014	16452688	16453014	16449113	16449296
1520	"ENSMUSG00000047507.13"	"Baiap3"	chr17	-	25470074	25470113	25470074	25470098	25470411	25470492
1521	"ENSMUSG00000047507.13"	"Baiap3"	chr17	-	25470074	25470182	25470074	25470098	25470411	25470492
1522	"ENSMUSG00000047507.13"	"Baiap3"	chr17	-	25470074	25470182	25470074	25470113	25470411	25470492
1523	"ENSMUSG00000059975.16"	"Zfp74"	chr7	-	29642915	29642970	29642915	29642965	29651138	29651318
1524	"ENSMUSG00000059975.16"	"Zfp74"	chr7	-	29642915	29642970	29642915	29642965	29653279	29653512
1525	"ENSMUSG00000058013.12"	"Septin11"	chr5	+	93321328	93321396	93321331	93321396	93315358	93315546
1526	"ENSMUSG00000115644.2"	"Vmn1r17"	chr6	-	57336225	57338415	57336225	57338269	57340672	57340712
1527	"ENSMUSG00000031402.13"	"Mpp1"	chrX	-	74161361	74161558	74161361	74161498	74165040	74165109
1528	"ENSMUSG00000121486.1"	"Zfp783"	chr6	+	47922770	47922896	47922816	47922896	47922362	47922685
1529	"ENSMUSG00000121486.1"	"Zfp783"	chr6	+	47927911	47930088	47929035	47930088	47926814	47926925
1530	"ENSMUSG00000034610.15"	"Tut4"	chr4	+	108406422	108406610	108406437	108406610	108405251	108405367
1531	"ENSMUSG00000087306.8"	"A230004M16Rik"	chr11	+	41845963	41846043	41845964	41846043	41776370	41776507
1532	"ENSMUSG00000062372.14"	"Otof"	chr5	-	30537446	30537577	30537446	30537517	30537867	30538030
1533	"ENSMUSG00000062497.4"	"Olfr1411"	chr1	+	92524018	92525475	92524098	92525475	92522132	92522576
1534	"ENSMUSG00000032816.16"	"Igdcc4"	chr9	+	65034036	65034210	65034039	65034210	65032566	65032704
1535	"ENSMUSG00000085741.10"	"5430405H02Rik"	chr2	-	156695350	156696224	156695350	156695938	156704518	156704922
1536	"ENSMUSG00000025902.14"	"Sox17"	chr1	-	4563322	4563713	4563322	4563689	4563994	4564086
1537	"ENSMUSG00000030091.18"	"Nup210"	chr6	-	91037543	91037717	91037543	91037585	91039699	91039921
1538	"ENSMUSG00000053388.11"	"Trim50"	chr5	+	135392903	135392926	135392906	135392926	135392581	135392812
1539	"ENSMUSG00000030889.15"	"Vwa3a"	chr7	+	120404119	120404764	120404141	120404764	120403696	120403762
1540	"ENSMUSG00000091631.3"	"Vmn2r95"	chr17	+	18671652	18681111	18671693	18681111	18664087	18664211
1541	"ENSMUSG00000000738.19"	"Spg7"	chr8	+	123797114	123797204	123797118	123797204	123793211	123793314
1542	"ENSMUSG00000032456.14"	"Nmnat3"	chr9	+	98236071	98236217	98236074	98236217	98178656	98178785
1543	"ENSMUSG00000028707.16"	"Dmbx1"	chr4	-	115777729	115777923	115777729	115777908	115780845	115781011
1544	"ENSMUSG00000036550.17"	"Cnot1"	chr8	-	96501257	96501356	96501257	96501350	96501906	96502014
1545	"ENSMUSG00000040247.7"	"Tbc1d10c"	chr19	-	4237940	4238130	4237940	4238079	4238244	4238310
1546	"ENSMUSG00000040247.7"	"Tbc1d10c"	chr19	-	4237940	4238130	4237940	4238079	4238942	4239057
1547	"ENSMUSG00000040247.7"	"Tbc1d10c"	chr19	-	4238942	4239057	4238942	4239053	4239211	4239318
1548	"ENSMUSG00000095664.3"	"Vmn2r67"	chr7	-	84800650	84801457	84800650	84801394	84801822	84802102
1549	"ENSMUSG00000042388.15"	"Dlgap3"	chr4	+	127129177	127129321	127129210	127129321	127128760	127128852
1550	"ENSMUSG00000011884.14"	"Gltp"	chr5	-	114812114	114812265	114812114	114812246	114814325	114814459
1551	"ENSMUSG00000040669.15"	"Phc1"	chr6	-	122309480	122309636	122309480	122309612	122310249	122310399
1552	"ENSMUSG00000007837.12"	"Prrg2"	chr7	-	44709628	44709810	44709628	44709783	44710164	44710316
1553	"ENSMUSG00000058454.16"	"Dhcr7"	chr7	+	143390254	143390466	143390374	143390466	143387545	143387673
1554	"ENSMUSG00000037608.17"	"Bclaf1"	chr10	+	20198708	20199614	20198714	20199614	20197748	20197862
1555	"ENSMUSG00000022553.17"	"Maf1"	chr15	+	76236619	76236752	76236666	76236752	76236195	76236241
1556	"ENSMUSG00000072769.8"	"Gm10419"	chr5	+	108517419	108517544	108517426	108517544	108517221	108517351
1557	"ENSMUSG00000021136.14"	"Smoc1"	chr12	+	81197392	81197482	81197425	81197482	81184738	81184786
1558	"ENSMUSG00000028484.17"	"Psip1"	chr4	-	83380107	83380790	83380107	83380710	83381831	83381950
1559	"ENSMUSG00000005371.16"	"Fbxo11"	chr17	-	88321833	88321978	88321833	88321975	88322826	88322908
1560	"ENSMUSG00000071068.8"	"Treml2"	chr17	+	48614907	48615301	48615084	48615301	48609639	48609960
1561	"ENSMUSG00000034164.18"	"Emid1"	chr11	-	5093826	5093930	5093826	5093924	5094294	5094408
1562	"ENSMUSG00000098098.9"	"Bvht"	chr18	+	61777257	61777341	61777285	61777341	61772603	61772839
1563	"ENSMUSG00000121485.1"	"ENSMUSG00000121485"	chr13	-	12634654	12634783	12634654	12634779	12636246	12636396
1564	"ENSMUSG00000006307.17"	"Kmt2b"	chr7	-	30270125	30270266	30270125	30270263	30273384	30273491
1565	"ENSMUSG00000006307.17"	"Kmt2b"	chr7	-	30275277	30275502	30275277	30275475	30276042	30276203
1566	"ENSMUSG00000017491.10"	"Rarb"	chr14	+	6034504	6034709	6034642	6034709	6032852	6033029
1567	"ENSMUSG00000023994.14"	"Nfya"	chr17	-	48699367	48699534	48699367	48699516	48700207	48700313
1568	"ENSMUSG00000023994.14"	"Nfya"	chr17	-	48706009	48706096	48706009	48706093	48707465	48707608
1569	"ENSMUSG00000034467.8"	"Dynlrb2"	chr8	+	117242418	117242654	117242447	117242654	117241536	117241704
1570	"ENSMUSG00000038618.13"	"Rassf7"	chr7	+	140797798	140798081	140798002	140798081	140796912	140797625
1571	"ENSMUSG00000063011.8"	"Msln"	chr17	-	25971915	25972048	25971915	25972036	25972351	25972398
1572	"ENSMUSG00000058740.15"	"Kcnt1"	chr2	+	25793370	25793605	25793376	25793605	25791763	25792002
1573	"ENSMUSG00000032363.16"	"Adamts7"	chr9	+	90074951	90076322	90075077	90076322	90074433	90074647
1574	"ENSMUSG00000051169.15"	"Rpusd3"	chr6	-	113393267	113393407	113393267	113393393	113393749	113393873
1575	"ENSMUSG00000037443.14"	"Cep85"	chr4	-	133881573	133881707	133881573	133881701	133882987	133883682
1576	"ENSMUSG00000037321.18"	"Tap1"	chr17	+	34411810	34411939	34411915	34411939	34410302	34410500
1577	"ENSMUSG00000054142.6"	"Vmn1r236"	chr17	+	21506897	21514269	21506942	21514269	21503203	21503404
1578	"ENSMUSG00000040481.18"	"Bptf"	chr11	-	106968485	106968624	106968485	106968594	106969345	106969475
1579	"ENSMUSG00000091375.3"	"Vmn2r15"	chr5	-	109433535	109435042	109433535	109435039	109436191	109436315
1580	"ENSMUSG00000031667.17"	"Aktip"	chr8	-	91857668	91857780	91857668	91857776	91858550	91858631
1581	"ENSMUSG00000029517.14"	"Ankrd7"	chr6	+	18868239	18868416	18868242	18868416	18867980	18868095
1582	"ENSMUSG00000017724.15"	"Etv4"	chr11	-	101664906	101665071	101664906	101665053	101666143	101666270
1583	"ENSMUSG00000017724.15"	"Etv4"	chr11	-	101666143	101666270	101666143	101666267	101667918	101667972
1584	"ENSMUSG00000027478.16"	"Dnmt3b"	chr2	+	153517645	153517733	153517648	153517733	153516777	153516964
1585	"ENSMUSG00000003721.15"	"Insig2"	chr1	-	121247325	121247701	121247325	121247634	121255419	121255753
1586	"ENSMUSG00000058291.15"	"Zfp68"	chr5	-	138614731	138614827	138614731	138614821	138615316	138615429
1587	"ENSMUSG00000028563.17"	"Tm2d1"	chr4	-	98263156	98263265	98263156	98263250	98268854	98268928
1588	"ENSMUSG00000048012.20"	"Zfp473"	chr7	-	44387389	44387458	44387389	44387455	44388926	44389059
1589	"ENSMUSG00000033174.18"	"Mgll"	chr6	+	88800172	88800388	88800307	88800388	88795555	88795645
1590	"ENSMUSG00000055254.16"	"Ntrk2"	chr13	+	59035005	59036293	59035084	59036293	59025976	59026076
1591	"ENSMUSG00000022394.15"	"L3mbtl2"	chr15	+	81571140	81572516	81571192	81572516	81570411	81570522
1592	"ENSMUSG00000035851.15"	"Ythdc1"	chr5	+	86979631	86979695	86979655	86979695	86979522	86979559
1593	"ENSMUSG00000032657.16"	"Fam189b"	chr3	+	89092740	89092916	89092743	89092916	89092195	89092303
1594	"ENSMUSG00000021850.15"	"ccdc198"	chr14	-	49471919	49472021	49471919	49472018	49473336	49473423
1595	"ENSMUSG00000087579.9"	"Hectd2os"	chr19	-	36635827	36636074	36635827	36635966	36653231	36653282
1596	"ENSMUSG00000087579.9"	"Hectd2os"	chr19	-	36635827	36635966	36635827	36635961	36662926	36663067
1597	"ENSMUSG00000087579.9"	"Hectd2os"	chr19	-	36635827	36636074	36635827	36635961	36662926	36663067
1598	"ENSMUSG00000087579.9"	"Hectd2os"	chr19	-	36635827	36636074	36635827	36635966	36662926	36663067
1599	"ENSMUSG00000053332.15"	"Gas5"	chr1	+	160863321	160863374	160863330	160863374	160862735	160862764
1600	"ENSMUSG00000053332.15"	"Gas5"	chr1	+	160863321	160863584	160863552	160863584	160862735	160862764
