ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
491	"ENSMUSG00000039103.13"	"Nexn"	chr3	-	151942618	151943659	151942618	151943216	151943301	151943659
492	"ENSMUSG00000073896.6"	"Olfr716"	chr7	+	106737533	106738311	106737533	106737734	106738211	106738311
493	"ENSMUSG00000044994.11"	"Olfr1426"	chr19	-	12064109	12066979	12064109	12066314	12066808	12066979
494	"ENSMUSG00000044994.11"	"Olfr1426"	chr19	-	12064109	12066979	12064109	12066310	12066855	12066979
495	"ENSMUSG00000044994.11"	"Olfr1426"	chr19	-	12064109	12066979	12064109	12066314	12066855	12066979
496	"ENSMUSG00000078934.5"	"Pate13"	chr9	+	35819900	35820362	35819900	35819924	35820221	35820362
497	"ENSMUSG00000097727.10"	"F630040K05Rik"	chr17	+	46090184	46091899	46090184	46090317	46091845	46091899
498	"ENSMUSG00000038679.17"	"Trps1"	chr15	-	50694224	50695354	50694224	50694402	50695002	50695354
499	"ENSMUSG00000038679.17"	"Trps1"	chr15	-	50709409	50710338	50709409	50709987	50710125	50710338
500	"ENSMUSG00000060112.5"	"Olfr60"	chr7	-	139926900	139927825	139926900	139927139	139927762	139927825
501	"ENSMUSG00000033943.16"	"Mga"	chr2	+	119776652	119776943	119776652	119776728	119776845	119776943
502	"ENSMUSG00000027680.16"	"Fxr1"	chr3	+	34112172	34112380	34112172	34112230	34112317	34112380
503	"ENSMUSG00000043308.3"	"Vmn1r75"	chr7	+	11611964	11618234	11611964	11612148	11614320	11618234
504	"ENSMUSG00000050122.20"	"Vwa3b"	chr1	+	37212915	37213027	37212915	37212936	37212937	37213027
505	"ENSMUSG00000070495.12"	"Ctcfl"	chr2	-	172935401	172936575	172935401	172936043	172936086	172936575
506	"ENSMUSG00000075020.8"	"Mir670hg"	chr2	-	94094866	94095374	94094866	94094945	94095299	94095374
507	"ENSMUSG00000054619.8"	"Mettl7a1"	chr15	+	100202877	100203225	100202877	100202955	100203054	100203225
508	"ENSMUSG00000028461.13"	"Ccdc107"	chr4	+	43495508	43495921	43495508	43495621	43495696	43495921
509	"ENSMUSG00000024588.11"	"Fech"	chr18	-	64590335	64591785	64590335	64591288	64591725	64591785
510	"ENSMUSG00000019139.11"	"Isyna1"	chr8	+	71047130	71047398	71047130	71047193	71047269	71047398
511	"ENSMUSG00000028114.17"	"Mettl14"	chr3	-	123161945	123165134	123161945	123163339	123164923	123165134
512	"ENSMUSG00000033735.10"	"Spr"	chr6	-	85113804	85114095	85113804	85113913	85114042	85114095
513	"ENSMUSG00000035165.15"	"Kcne3"	chr7	+	99831888	99832281	99831888	99832030	99832198	99832281
514	"ENSMUSG00000056600.5"	"Olfr90"	chr17	-	37394762	37397297	37394762	37397066	37397194	37397297
515	"ENSMUSG00000073027.11"	"Dmrtc1b"	chrX	+	101754782	101755123	101754782	101754883	101754965	101755123
516	"ENSMUSG00000106492.3"	"Gm29707"	chr5	+	102218710	102219445	102218710	102218848	102219342	102219445
517	"ENSMUSG00000060240.13"	"Cend1"	chr7	-	141006363	141007916	141006363	141006546	141006928	141007916
518	"ENSMUSG00000025731.17"	"Mettl26"	chr17	+	26095634	26096143	26095634	26095713	26095923	26096143
519	"ENSMUSG00000056383.11"	"AI987944"	chr7	-	41022346	41024798	41022346	41023468	41024490	41024798
520	"ENSMUSG00000086841.3"	"2410006H16Rik"	chr11	+	62494060	62494472	62494060	62494108	62494422	62494472
521	"ENSMUSG00000086841.3"	"2410006H16Rik"	chr11	+	62494060	62495292	62494060	62494108	62495228	62495292
522	"ENSMUSG00000085054.3"	"Gm15834"	chr1	+	58549729	58551425	58549729	58549803	58551297	58551425
523	"ENSMUSG00000061165.10"	"Olfr160"	chr9	-	37620259	37623591	37620259	37620816	37622614	37623591
524	"ENSMUSG00000097180.7"	"2700038G22Rik"	chr5	+	24057118	24057758	24057118	24057153	24057715	24057758
525	"ENSMUSG00000040270.17"	"Bach2"	chr4	+	32561777	32563367	32561777	32562794	32563163	32563367
526	"ENSMUSG00000085468.3"	"Gm15343"	chr10	-	76404736	76405304	76404736	76404866	76405165	76405304
527	"ENSMUSG00000075065.6"	"Olfr1270"	chr2	-	89975598	89980389	89975598	89979265	89979433	89980389
528	"ENSMUSG00000010097.16"	"Nxf1"	chr19	+	8742285	8744197	8742285	8742395	8744160	8744197
529	"ENSMUSG00000036053.18"	"Fmnl2"	chr2	+	52998263	52998470	52998263	52998298	52998400	52998470
530	"ENSMUSG00000047330.9"	"Kcne4"	chr1	+	78795327	78797745	78795327	78795538	78796213	78797745
531	"ENSMUSG00000046711.17"	"Hmga1"	chr17	+	27775641	27776040	27775641	27775723	27775925	27776040
532	"ENSMUSG00000020701.13"	"Tmem132e"	chr11	+	82325068	82326005	82325068	82325526	82325802	82326005
533	"ENSMUSG00000017664.17"	"Slc35c2"	chr2	-	165125168	165125520	165125168	165125327	165125447	165125520
534	"ENSMUSG00000045994.18"	"B3gat1"	chr9	+	26662800	26663186	26662800	26662895	26663039	26663186
535	"ENSMUSG00000002968.10"	"Med25"	chr7	-	44528814	44529528	44528814	44528938	44529350	44529528
536	"ENSMUSG00000075704.18"	"Txnrd2"	chr16	+	18296400	18297820	18296400	18296607	18297607	18297820
537	"ENSMUSG00000042396.11"	"Rbm7"	chr9	-	48400000	48402238	48400000	48401288	48402147	48402238
538	"ENSMUSG00000113856.3"	"Gm10790"	chr13	+	42063550	42063728	42063550	42063580	42063656	42063728
539	"ENSMUSG00000031232.18"	"Magt1"	chrX	-	105011689	105015085	105011689	105014632	105015041	105015085
540	"ENSMUSG00000091541.3"	"Vmn1r9"	chr6	+	57045263	57051891	57045263	57045669	57047874	57051891
541	"ENSMUSG00000074578.16"	"Zfas1"	chr2	+	166905555	166907400	166905555	166905647	166907353	166907400
542	"ENSMUSG00000091476.9"	"Catspere2"	chr1	+	177968974	177969156	177968974	177969008	177969076	177969156
543	"ENSMUSG00000120654.1"	"ENSMUSG00000120654"	chr1	+	156050854	156051832	156050854	156051135	156051480	156051832
544	"ENSMUSG00000041459.16"	"Tardbp"	chr4	-	148696838	148703248	148696838	148702162	148703103	148703248
545	"ENSMUSG00000041459.16"	"Tardbp"	chr4	-	148696838	148703248	148696838	148702092	148703121	148703248
546	"ENSMUSG00000041459.16"	"Tardbp"	chr4	-	148696838	148703248	148696838	148702162	148703121	148703248
547	"ENSMUSG00000093482.10"	"Gm20619"	chr6	+	6362333	6364113	6362333	6362778	6363751	6364113
548	"ENSMUSG00000010086.18"	"Rnf112"	chr11	-	61341653	61341860	61341653	61341728	61341803	61341860
549	"ENSMUSG00000029155.17"	"Spata18"	chr5	+	73832558	73832682	73832558	73832673	73832675	73832682
550	"ENSMUSG00000000085.17"	"Scmh1"	chr4	+	120386330	120387381	120386330	120386445	120386950	120387381
551	"ENSMUSG00000096995.4"	"2810029C07Rik"	chr12	-	111538750	111540174	111538750	111539708	111539908	111540174
552	"ENSMUSG00000020484.20"	"Xbp1"	chr11	+	5474238	5474384	5474238	5474269	5474295	5474384
553	"ENSMUSG00000035673.11"	"Sbno2"	chr10	-	79905115	79905541	79905115	79905270	79905444	79905541
554	"ENSMUSG00000029089.9"	"5730480H06Rik"	chr5	+	48529670	48531589	48529670	48529837	48531521	48531589
555	"ENSMUSG00000086308.3"	"G630016G05Rik"	chr2	+	115904833	115905649	115904833	115905086	115905290	115905649
556	"ENSMUSG00000086308.3"	"G630016G05Rik"	chr2	+	115904833	115905649	115904833	115905086	115905307	115905649
557	"ENSMUSG00000055003.15"	"Lrtm2"	chr6	-	119300609	119301369	119300609	119300738	119301161	119301369
558	"ENSMUSG00000109528.3"	"Olfr1309"	chr2	-	111818910	111819831	111818910	111819518	111819622	111819831
559	"ENSMUSG00000109528.3"	"Olfr1309"	chr2	-	111818910	111819831	111818910	111819518	111819710	111819831
560	"ENSMUSG00000090112.9"	"Shprh"	chr10	+	11082840	11085296	11082840	11083019	11083565	11085296
561	"ENSMUSG00000044252.19"	"Osbpl1a"	chr18	-	12888384	12889364	12888384	12889152	12889244	12889364
562	"ENSMUSG00000066748.5"	"Olfr145"	chr9	+	37808019	37814815	37808019	37808584	37808689	37814815
563	"ENSMUSG00000031555.16"	"Adam9"	chr8	-	25452875	25453104	25452875	25452901	25452954	25453104
564	"ENSMUSG00000002831.15"	"Plin4"	chr17	-	56410416	56414374	56410416	56412501	56413095	56414374
565	"ENSMUSG00000002831.15"	"Plin4"	chr17	-	56410416	56414374	56410416	56412522	56413116	56414374
566	"ENSMUSG00000026565.19"	"Pou2f1"	chr1	-	165703025	165703617	165703025	165703085	165703471	165703617
567	"ENSMUSG00000068234.8"	"Vmn1r44"	chr6	+	89870224	89871870	89870224	89870340	89870533	89871870
568	"ENSMUSG00000097910.4"	"Hdnr"	chr8	+	57785804	57786666	57785804	57785913	57786153	57786666
569	"ENSMUSG00000028641.17"	"P3h1"	chr4	+	119105087	119106169	119105087	119105200	119105380	119106169
570	"ENSMUSG00000003345.17"	"Csnk1g2"	chr10	+	80473843	80474143	80473843	80473913	80473994	80474143
571	"ENSMUSG00000028469.16"	"Npr2"	chr4	+	43650148	43650492	43650148	43650323	43650393	43650492
572	"ENSMUSG00000097772.9"	"5430416N02Rik"	chr5	-	100568697	100569900	100568697	100568831	100569826	100569900
573	"ENSMUSG00000029844.10"	"Hoxa1"	chr6	-	52134546	52135297	52134546	52134641	52134844	52135297
574	"ENSMUSG00000117870.2"	"Gm41792"	chr18	-	81677854	81678573	81677854	81677963	81678449	81678573
575	"ENSMUSG00000093460.11"	"Six3os1"	chr17	-	85923021	85925062	85923021	85923171	85924709	85925062
576	"ENSMUSG00000024193.9"	"Phf1"	chr17	+	27155260	27155654	27155260	27155365	27155485	27155654
577	"ENSMUSG00000115027.2"	"Vmn1r81"	chr7	-	11981167	11994608	11981167	11993292	11993799	11994608
578	"ENSMUSG00000115027.2"	"Vmn1r81"	chr7	-	12001635	12002196	12001635	12001893	12002132	12002196
579	"ENSMUSG00000015950.14"	"Ncf1"	chr5	-	134249113	134251029	134249113	134250722	134250841	134251029
580	"ENSMUSG00000015950.14"	"Ncf1"	chr5	-	134249113	134251029	134249113	134250722	134250883	134251029
581	"ENSMUSG00000024947.18"	"Men1"	chr19	+	6385068	6385935	6385068	6385112	6385474	6385935
582	"ENSMUSG00000097391.9"	"Mirg"	chr12	+	109697675	109698346	109697675	109697784	109698150	109698346
583	"ENSMUSG00000097391.9"	"Mirg"	chr12	+	109697675	109698346	109697675	109697789	109698150	109698346
584	"ENSMUSG00000037552.18"	"Plekhg2"	chr7	-	28063895	28064057	28063895	28063934	28064009	28064057
585	"ENSMUSG00000090307.8"	"1700071M16Rik"	chr17	-	43900663	43902400	43900663	43900768	43902312	43902400
586	"ENSMUSG00000069911.12"	"Insyn2b"	chr11	+	34351055	34353305	34351055	34351140	34351479	34353305
587	"ENSMUSG00000028744.16"	"Slc66a1"	chr4	-	139025840	139027722	139025840	139026280	139027536	139027722
588	"ENSMUSG00000004266.16"	"Ptpn6"	chr6	-	124697669	124698185	124697669	124697871	124698042	124698185
589	"ENSMUSG00000095706.4"	"Olfr209"	chr16	-	59181522	59182600	59181522	59181710	59182299	59182600
590	"ENSMUSG00000041991.19"	"Hrnr"	chr3	+	93229901	93240877	93229901	93236604	93237135	93240877
591	"ENSMUSG00000052566.9"	"Hook2"	chr8	+	85722364	85722566	85722364	85722395	85722467	85722566
592	"ENSMUSG00000002346.17"	"Slc25a42"	chr8	-	70636989	70639426	70636989	70637875	70637941	70639426
593	"ENSMUSG00000084844.5"	"Hoxb3os"	chr11	-	96237652	96239214	96237652	96237711	96239114	96239214
594	"ENSMUSG00000098747.9"	"Gm27216"	chr9	-	83123157	83123921	83123157	83123229	83123683	83123921
595	"ENSMUSG00000115092.3"	"E130202H07Rik"	chr14	+	76764032	76764412	76764032	76764101	76764243	76764412
596	"ENSMUSG00000049456.4"	"Olfr1404"	chr1	+	173039958	173040499	173039958	173040038	173040419	173040499
597	"ENSMUSG00000025652.7"	"Tmem89"	chr9	+	108743686	108744631	108743686	108744025	108744432	108744631
598	"ENSMUSG00000026721.17"	"Rabgap1l"	chr1	-	160568321	160568501	160568321	160568369	160568453	160568501
599	"ENSMUSG00000026825.18"	"Dnm1"	chr2	-	32198482	32200499	32198482	32199076	32200462	32200499
600	"ENSMUSG00000090556.7"	"Olfr753-ps1"	chr17	-	37493149	37493509	37493149	37493245	37493437	37493509
601	"ENSMUSG00000011263.17"	"Exoc3l2"	chr7	+	19223532	19223688	19223532	19223664	19223665	19223688
602	"ENSMUSG00000087365.10"	"C430049B03Rik"	chrX	-	52144732	52145041	52144732	52144782	52145018	52145041
603	"ENSMUSG00000001687.16"	"Ubl3"	chr5	-	148488966	148489599	148488966	148489397	148489447	148489599
604	"ENSMUSG00000044248.5"	"Vmn1r45"	chr6	-	89908630	89911679	89908630	89910609	89911057	89911679
605	"ENSMUSG00000048856.10"	"Slc25a47"	chr12	+	108821219	108822741	108821219	108821544	108821864	108822741
606	"ENSMUSG00000000901.18"	"Mmp11"	chr10	-	75759055	75759949	75759055	75759324	75759792	75759949
607	"ENSMUSG00000034006.18"	"Slc66a2"	chr18	+	80299521	80300333	80299521	80299618	80299996	80300333
608	"ENSMUSG00000021977.12"	"1700129C05Rik"	chr14	-	59379906	59380342	59379906	59380017	59380319	59380342
609	"ENSMUSG00000086363.9"	"A330102I10Rik"	chr13	+	29198301	29200862	29198301	29198517	29200692	29200862
610	"ENSMUSG00000086363.9"	"A330102I10Rik"	chr13	+	29212404	29212787	29212404	29212452	29212563	29212787
611	"ENSMUSG00000114247.3"	"Gm32063"	chr13	+	41391006	41391651	41391006	41391092	41391449	41391651
612	"ENSMUSG00000039608.7"	"Olfr303"	chr7	-	86041017	86044837	86041017	86043233	86043720	86044837
613	"ENSMUSG00000115245.2"	"4930478E11Rik"	chr15	-	54845486	54846191	54845486	54845558	54846076	54846191
614	"ENSMUSG00000091638.3"	"Vmn1r113"	chr7	+	20521209	20522133	20521209	20521848	20521878	20522133
615	"ENSMUSG00000032763.12"	"Ilvbl"	chr10	+	78419297	78420336	78419297	78419368	78419903	78420336
616	"ENSMUSG00000026107.12"	"Nabp1"	chr1	-	51516636	51517558	51516636	51516775	51516983	51517558
617	"ENSMUSG00000026107.12"	"Nabp1"	chr1	-	51516636	51517558	51516636	51516775	51517459	51517558
618	"ENSMUSG00000026107.12"	"Nabp1"	chr1	-	51516636	51517558	51516636	51516775	51517530	51517558
619	"ENSMUSG00000001901.16"	"Kcnh6"	chr11	+	105909577	105909977	105909577	105909732	105909891	105909977
620	"ENSMUSG00000120076.1"	"ENSMUSG00000120076"	chr8	+	81675623	81675784	81675623	81675648	81675725	81675784
621	"ENSMUSG00000100658.3"	"F730311O21Rik"	chr1	+	132272053	132272415	132272053	132272174	132272258	132272415
622	"ENSMUSG00000100658.3"	"F730311O21Rik"	chr1	+	132278111	132279099	132278111	132278597	132278705	132279099
623	"ENSMUSG00000029501.15"	"Ankle2"	chr5	+	110400577	110401208	110400577	110400663	110400897	110401208
624	"ENSMUSG00000085492.9"	"Trmt61b"	chr17	-	71904930	71905764	71904930	71905029	71905144	71905764
625	"ENSMUSG00000060311.12"	"Mucl1"	chr15	-	103783634	103784068	103783634	103783662	103783664	103784068
626	"ENSMUSG00000013928.14"	"1700020L13Rik"	chr7	+	29988957	29989662	29988957	29989152	29989154	29989662
627	"ENSMUSG00000078122.6"	"F630028O10Rik"	chrX	+	95284018	95287248	95284018	95284119	95286812	95287248
628	"ENSMUSG00000022586.12"	"Ly6i"	chr15	-	74854838	74855279	74854838	74854921	74855179	74855279
629	"ENSMUSG00000109714.3"	"Gm35021"	chr8	+	36191452	36191844	36191452	36191622	36191715	36191844
630	"ENSMUSG00000025766.15"	"D3Ertd751e"	chr3	+	41710483	41713374	41710483	41710564	41713058	41713374
631	"ENSMUSG00000097709.10"	"2810429I04Rik"	chr13	+	3528242	3530001	3528242	3528390	3529908	3530001
632	"ENSMUSG00000097709.10"	"2810429I04Rik"	chr13	+	3542181	3544353	3542181	3542482	3544314	3544353
633	"ENSMUSG00000045246.12"	"Kcng4"	chr8	-	120350592	120353158	120350592	120350780	120352377	120353158
634	"ENSMUSG00000036002.13"	"Fam214b"	chr4	-	43035835	43037206	43035835	43036804	43037062	43037206
635	"ENSMUSG00000067235.15"	"H2-Q10"	chr17	+	35784382	35785460	35784382	35784486	35785037	35785460
636	"ENSMUSG00000121395.1"	"ENSMUSG00000121395"	chr17	-	6714743	6716015	6714743	6714801	6715923	6716015
637	"ENSMUSG00000033191.15"	"Tie1"	chr4	-	118336058	118337100	118336058	118336349	118336809	118337100
638	"ENSMUSG00000032271.14"	"Nnmt"	chr9	-	48503176	48503662	48503176	48503482	48503613	48503662
639	"ENSMUSG00000022463.9"	"Srebf2"	chr15	+	82053938	82054355	82053938	82054019	82054139	82054355
640	"ENSMUSG00000036775.14"	"Decr2"	chr17	-	26302818	26303109	26302818	26302912	26302984	26303109
641	"ENSMUSG00000042436.13"	"Mfap4"	chr11	+	61377735	61378087	61377735	61377832	61377904	61378087
642	"ENSMUSG00000049643.16"	"2310022A10Rik"	chr7	+	27279761	27281524	27279761	27280116	27280775	27281524
643	"ENSMUSG00000007591.16"	"Tssk4"	chr14	+	55888915	55889996	55888915	55889309	55889575	55889996
644	"ENSMUSG00000007591.16"	"Tssk4"	chr14	+	55888915	55889996	55888915	55889309	55889722	55889996
645	"ENSMUSG00000037326.11"	"Capn15"	chr17	-	26179038	26179537	26179038	26179205	26179310	26179537
646	"ENSMUSG00000074665.12"	"Bpifb4"	chr2	+	153783763	153784976	153783763	153783826	153784462	153784976
647	"ENSMUSG00000039201.11"	"Tbc1d25"	chrX	-	8041949	8042420	8041949	8042088	8042295	8042420
648	"ENSMUSG00000047511.7"	"Olfr1396"	chr11	-	49005245	49005701	49005245	49005376	49005648	49005701
649	"ENSMUSG00000047511.7"	"Olfr1396"	chr11	-	49005245	49005701	49005245	49005376	49005652	49005701
650	"ENSMUSG00000073838.11"	"Tufm"	chr7	+	126088723	126089083	126088723	126088875	126088963	126089083
651	"ENSMUSG00000035228.16"	"Ccdc106"	chr7	+	5062494	5063784	5062494	5062704	5063205	5063784
652	"ENSMUSG00000020331.10"	"Hcn2"	chr10	+	79570691	79571942	79570691	79571706	79571812	79571942
653	"ENSMUSG00000054759.7"	"Krtap5-2"	chr7	-	141728271	141729742	141728271	141728865	141729399	141729742
654	"ENSMUSG00000004677.19"	"Myo9b"	chr8	+	71811968	71813356	71811968	71812096	71812201	71813356
655	"ENSMUSG00000004677.19"	"Myo9b"	chr8	+	71811968	71813356	71811968	71812096	71812307	71813356
656	"ENSMUSG00000038374.11"	"Rbm8a"	chr3	+	96538747	96541107	96538747	96538884	96539004	96541107
657	"ENSMUSG00000040506.17"	"Ambra1"	chr2	+	91602635	91604092	91602635	91602782	91603055	91604092
658	"ENSMUSG00000052926.17"	"Rnaseh2a"	chr8	-	85684295	85684718	85684295	85684482	85684594	85684718
659	"ENSMUSG00000052926.17"	"Rnaseh2a"	chr8	-	85684295	85684718	85684295	85684493	85684594	85684718
660	"ENSMUSG00000052926.17"	"Rnaseh2a"	chr8	-	85692488	85692916	85692488	85692622	85692714	85692916
661	"ENSMUSG00000096051.3"	"Vmn1r40"	chr6	+	89691153	89693639	89691153	89691305	89691627	89693639
662	"ENSMUSG00000023192.13"	"Grm2"	chr9	-	106524349	106525425	106524349	106524469	106525303	106525425
663	"ENSMUSG00000019647.17"	"Sema6a"	chr18	-	47414861	47415038	47414861	47414890	47414968	47415038
664	"ENSMUSG00000027333.19"	"Smox"	chr2	+	131362331	131363091	131362331	131362566	131362974	131363091
665	"ENSMUSG00000023484.15"	"Prph"	chr15	+	98954649	98955039	98954649	98954817	98954913	98955039
666	"ENSMUSG00000015488.15"	"Cacfd1"	chr2	+	26908899	26911101	26908899	26908991	26910032	26911101
667	"ENSMUSG00000054134.15"	"Umodl1"	chr17	+	31205042	31205609	31205042	31205270	31205357	31205609
668	"ENSMUSG00000096768.9"	"Gm47283"	chrY	+	90827617	90827733	90827617	90827702	90827704	90827733
669	"ENSMUSG00000016833.15"	"Mrps18c"	chr5	+	100951835	100952337	100951835	100951895	100952197	100952337
670	"ENSMUSG00000038791.15"	"Scgb3a2"	chr18	+	43899768	43900464	43899768	43899965	43900295	43900464
671	"ENSMUSG00000038791.15"	"Scgb3a2"	chr18	+	43899768	43900464	43899768	43900031	43900295	43900464
672	"ENSMUSG00000064307.14"	"Lrrc51"	chr7	-	101562195	101562790	101562195	101562419	101562641	101562790
673	"ENSMUSG00000064307.14"	"Lrrc51"	chr7	-	101564768	101564974	101564768	101564837	101564936	101564974
