ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
15686	"ENSMUSG00000001228.15"	"Uhrf1"	chr17	+	56620040	56620251	56619863	56619967	56622191	56622315
15687	"ENSMUSG00000001228.15"	"Uhrf1"	chr17	+	56620064	56620251	56619863	56619967	56622191	56622315
15688	"ENSMUSG00000001228.15"	"Uhrf1"	chr17	+	56624003	56624110	56622776	56622881	56624990	56625150
15690	"ENSMUSG00000080717.11"	"B230307C23Rik"	chr16	+	97809828	97809955	97798514	97798636	97816865	97816919
15693	"ENSMUSG00000080717.11"	"B230307C23Rik"	chr16	+	97816865	97816919	97810143	97810204	97832442	97832636
15694	"ENSMUSG00000080717.11"	"B230307C23Rik"	chr16	+	97816865	97816919	97810143	97810204	97832693	97833001
15695	"ENSMUSG00000022401.13"	"Xpnpep3"	chr15	+	81314890	81315093	81311476	81311884	81320914	81320977
15696	"ENSMUSG00000022401.13"	"Xpnpep3"	chr15	+	81320914	81320977	81314890	81315093	81322267	81322381
15698	"ENSMUSG00000050812.19"	"Ecpas"	chr4	-	58810615	58810824	58809681	58809725	58811370	58811562
15699	"ENSMUSG00000050812.19"	"Ecpas"	chr4	-	58811708	58811775	58811370	58811562	58811851	58811943
15700	"ENSMUSG00000050812.19"	"Ecpas"	chr4	-	58885367	58885498	58879017	58879134	58905003	58905107
15704	"ENSMUSG00000031554.19"	"Adam5"	chr8	-	25234130	25234293	25232113	25232167	25236672	25236787
15705	"ENSMUSG00000020538.16"	"Srebf1"	chr11	-	60091460	60091661	60091251	60091363	60092405	60092538
15706	"ENSMUSG00000020538.16"	"Srebf1"	chr11	-	60092071	60092237	60091460	60091661	60092405	60092538
15707	"ENSMUSG00000076617.10"	"Ighm"	chr12	-	113382572	113382688	113382177	113382454	113384548	113384881
15708	"ENSMUSG00000076617.10"	"Ighm"	chr12	-	113382572	113382688	113382177	113382454	113384988	113385306
15709	"ENSMUSG00000076617.10"	"Ighm"	chr12	-	113384548	113384881	113382177	113382454	113384988	113385306
15710	"ENSMUSG00000076617.10"	"Ighm"	chr12	-	113384548	113384881	113382572	113382688	113384988	113385306
15711	"ENSMUSG00000076617.10"	"Ighm"	chr12	-	113385585	113385924	113384988	113385306	113386035	113386350
15717	"ENSMUSG00000002031.14"	"Ift46"	chr9	+	44689858	44689935	44684984	44685081	44693396	44693530
15718	"ENSMUSG00000002031.14"	"Ift46"	chr9	+	44695256	44695350	44695027	44695102	44695628	44695757
15719	"ENSMUSG00000002031.14"	"Ift46"	chr9	+	44695628	44695757	44695256	44695350	44697590	44697712
15720	"ENSMUSG00000002031.14"	"Ift46"	chr9	+	44700863	44700924	44698134	44698201	44701187	44701273
15721	"ENSMUSG00000002031.14"	"Ift46"	chr9	+	44701187	44701273	44700863	44700924	44701781	44701877
15723	"ENSMUSG00000010517.8"	"Faf1"	chr4	+	109651964	109652051	109614776	109614882	109687002	109687098
15724	"ENSMUSG00000097583.3"	"6430590A07Rik"	chr3	-	40841989	40842033	40840331	40841143	40848382	40848558
15725	"ENSMUSG00000015437.6"	"Gzmb"	chr14	-	56498543	56498691	56498035	56498171	56499551	56499717
15726	"ENSMUSG00000020534.15"	"Shmt1"	chr11	-	60683774	60683897	60680971	60681088	60685661	60685778
15727	"ENSMUSG00000020534.15"	"Shmt1"	chr11	-	60683774	60683897	60680971	60681088	60688350	60688563
15728	"ENSMUSG00000020534.15"	"Shmt1"	chr11	-	60685661	60685778	60680971	60681088	60688350	60688563
15729	"ENSMUSG00000020534.15"	"Shmt1"	chr11	-	60685661	60685778	60683774	60683897	60688350	60688563
15730	"ENSMUSG00000020534.15"	"Shmt1"	chr11	-	60689419	60689501	60688350	60688563	60692253	60692414
15731	"ENSMUSG00000020534.15"	"Shmt1"	chr11	-	60695088	60695234	60692741	60692857	60697771	60697868
15732	"ENSMUSG00000028952.13"	"Zbtb48"	chr4	-	152110234	152110476	152107152	152107264	152110844	152111516
15733	"ENSMUSG00000040549.17"	"Ckap5"	chr2	+	91385611	91385783	91380896	91381103	91386844	91386977
15734	"ENSMUSG00000040549.17"	"Ckap5"	chr2	+	91386844	91386977	91385611	91385783	91387919	91388020
15735	"ENSMUSG00000040549.17"	"Ckap5"	chr2	+	91389393	91389507	91387919	91388020	91391151	91391256
15738	"ENSMUSG00000120385.1"	"ENSMUSG00000120385"	chr2	+	45132894	45132956	45129337	45129484	45168986	45169052
15739	"ENSMUSG00000028668.6"	"Eloa"	chr4	-	135735090	135735271	135734422	135734534	135736356	135736454
15740	"ENSMUSG00000028668.6"	"Eloa"	chr4	-	135737060	135737175	135736556	135736712	135737539	135738719
15742	"ENSMUSG00000041638.19"	"Gcn1"	chr5	+	115712637	115712701	115709467	115709570	115713223	115713355
15743	"ENSMUSG00000041638.19"	"Gcn1"	chr5	+	115728303	115728482	115727259	115727384	115729032	115729126
15744	"ENSMUSG00000041638.19"	"Gcn1"	chr5	+	115729032	115729126	115727259	115727384	115730123	115730237
15746	"ENSMUSG00000016194.15"	"Hsd11b1"	chr1	-	192905929	192906073	192903941	192904536	192922538	192922724
15747	"ENSMUSG00000016194.15"	"Hsd11b1"	chr1	-	192924482	192924596	192923639	192923770	192946255	192946383
15749	"ENSMUSG00000108313.2"	"Gm45052"	chr7	+	63616036	63616120	63611987	63612071	63617255	63617492
15750	"ENSMUSG00000026646.17"	"Suv39h2"	chr2	-	3463517	3463664	3460793	3460923	3465303	3465963
15752	"ENSMUSG00000026646.17"	"Suv39h2"	chr2	-	3465303	3465963	3463517	3463664	3475739	3476068
15753	"ENSMUSG00000026646.17"	"Suv39h2"	chr2	-	3473538	3473684	3463517	3463664	3475739	3475997
15754	"ENSMUSG00000026646.17"	"Suv39h2"	chr2	-	3473538	3473684	3465303	3465963	3475739	3475997
15755	"ENSMUSG00000035891.17"	"Cerk"	chr15	-	86026882	86027091	86023329	86025813	86028722	86028928
15756	"ENSMUSG00000035891.17"	"Cerk"	chr15	-	86033478	86033631	86030485	86030591	86035735	86035810
15758	"ENSMUSG00000021188.15"	"Trip11"	chr12	-	101828851	101828951	101812854	101812936	101838082	101838186
15759	"ENSMUSG00000021188.15"	"Trip11"	chr12	-	101861909	101861975	101860520	101860686	101865083	101865362
15760	"ENSMUSG00000021188.15"	"Trip11"	chr12	-	101872013	101872075	101868490	101868601	101878948	101879526
15761	"ENSMUSG00000024269.12"	"Tpgs2"	chr18	-	25282170	25282299	25274577	25274694	25291300	25291380
15762	"ENSMUSG00000024269.12"	"Tpgs2"	chr18	-	25284256	25284344	25282170	25282299	25291300	25291380
15763	"ENSMUSG00000024269.12"	"Tpgs2"	chr18	-	25291300	25291380	25274577	25274694	25301583	25301751
15765	"ENSMUSG00000057766.15"	"Ankrd29"	chr18	-	12423773	12423872	12415359	12415458	12428935	12429046
15766	"ENSMUSG00000057766.15"	"Ankrd29"	chr18	-	12423773	12423872	12415359	12415458	12438667	12438759
15767	"ENSMUSG00000057766.15"	"Ankrd29"	chr18	-	12428935	12429046	12415359	12415458	12438667	12438695
15768	"ENSMUSG00000057766.15"	"Ankrd29"	chr18	-	12428935	12429046	12423773	12423872	12438667	12438695
15770	"ENSMUSG00000040314.3"	"Ctsg"	chr14	-	56337999	56338254	56337337	56337607	56338430	56338566
15771	"ENSMUSG00000040314.3"	"Ctsg"	chr14	-	56339053	56339201	56338430	56338566	56339838	56340031
15772	"ENSMUSG00000084918.3"	"Gm12708"	chr4	+	95094426	95094524	95081511	95081641	95096330	95096586
15774	"ENSMUSG00000033931.10"	"Rbm34"	chr8	-	127678051	127678091	127677449	127677568	127679913	127679977
15775	"ENSMUSG00000033931.10"	"Rbm34"	chr8	-	127679913	127679977	127677449	127677568	127680115	127680199
15776	"ENSMUSG00000033931.10"	"Rbm34"	chr8	-	127686291	127686335	127680115	127680199	127688661	127688721
15777	"ENSMUSG00000033931.10"	"Rbm34"	chr8	-	127686291	127686335	127680115	127680199	127692131	127692372
15778	"ENSMUSG00000033931.10"	"Rbm34"	chr8	-	127688661	127688721	127680115	127680199	127692131	127692372
15780	"ENSMUSG00000033931.10"	"Rbm34"	chr8	-	127696732	127696878	127692131	127692372	127697487	127697659
15781	"ENSMUSG00000015357.11"	"Clpx"	chr9	+	65207182	65207346	65201541	65201847	65209129	65209247
15782	"ENSMUSG00000015357.11"	"Clpx"	chr9	+	65209129	65209247	65207182	65207346	65215749	65215904
15783	"ENSMUSG00000015357.11"	"Clpx"	chr9	+	65217433	65217593	65215749	65215904	65223925	65224102
15785	"ENSMUSG00000015357.11"	"Clpx"	chr9	+	65225944	65226033	65224610	65224775	65228100	65228265
15786	"ENSMUSG00000015357.11"	"Clpx"	chr9	+	65229825	65230125	65228100	65228265	65231488	65231581
15787	"ENSMUSG00000015357.11"	"Clpx"	chr9	+	65234063	65234170	65231488	65231581	65237095	65237939
15790	"ENSMUSG00000070424.13"	"Art5"	chr7	-	101748640	101748798	101747435	101747717	101749037	101749146
15791	"ENSMUSG00000070424.13"	"Art5"	chr7	-	101748640	101748850	101746987	101747717	101749037	101749148
15792	"ENSMUSG00000086370.11"	"Ftx"	chrX	-	102624074	102624227	102616105	102616167	102625507	102625621
15793	"ENSMUSG00000086370.11"	"Ftx"	chrX	-	102625507	102625621	102608135	102608178	102635408	102635512
15795	"ENSMUSG00000086370.11"	"Ftx"	chrX	-	102625507	102625621	102616105	102616167	102639536	102639613
15798	"ENSMUSG00000086370.11"	"Ftx"	chrX	-	102635408	102635512	102631717	102631777	102639536	102639613
15799	"ENSMUSG00000086370.11"	"Ftx"	chrX	-	102646647	102646695	102639536	102639613	102649063	102649225
15800	"ENSMUSG00000086370.11"	"Ftx"	chrX	-	102649063	102649225	102639536	102639613	102649923	102649988
15801	"ENSMUSG00000086370.11"	"Ftx"	chrX	-	102651142	102651398	102650529	102650632	102652909	102653022
15802	"ENSMUSG00000086370.11"	"Ftx"	chrX	-	102656628	102656801	102652909	102653022	102658670	102658798
15803	"ENSMUSG00000086370.11"	"Ftx"	chrX	-	102656649	102656801	102652909	102653022	102658670	102658798
15804	"ENSMUSG00000041343.20"	"Ankrd42"	chr7	-	92268755	92268891	92263559	92263760	92273175	92273295
15805	"ENSMUSG00000068129.6"	"Cst7"	chr2	+	150417623	150417796	150412334	150412505	150419575	150419692
15806	"ENSMUSG00000028164.16"	"Manba"	chr3	+	135212669	135212764	135191371	135191618	135216735	135216841
15808	"ENSMUSG00000057378.16"	"Ryr3"	chr2	-	112479617	112479789	112477263	112477464	112480456	112480515
15809	"ENSMUSG00000057378.16"	"Ryr3"	chr2	-	112480456	112480515	112477263	112477464	112482803	112484131
15811	"ENSMUSG00000057378.16"	"Ryr3"	chr2	-	112502579	112502676	112500931	112501038	112505613	112505726
15812	"ENSMUSG00000057378.16"	"Ryr3"	chr2	-	112503510	112503610	112500931	112501038	112505613	112505726
15814	"ENSMUSG00000101166.7"	"Gm28496"	chr7	+	43896674	43896840	43896197	43896247	43897675	43897719
15815	"ENSMUSG00000101166.7"	"Gm28496"	chr7	+	43898965	43899023	43897675	43897719	43899444	43899483
15816	"ENSMUSG00000120676.1"	"ENSMUSG00000120676"	chr2	-	11333532	11333660	11330250	11330482	11337329	11337393
15817	"ENSMUSG00000039233.13"	"Tbce"	chr13	-	14175694	14175763	14174642	14174702	14178127	14178281
15818	"ENSMUSG00000039233.13"	"Tbce"	chr13	-	14175694	14175763	14174642	14174702	14179727	14179868
15819	"ENSMUSG00000039233.13"	"Tbce"	chr13	-	14178127	14178281	14174642	14174702	14179727	14179868
15820	"ENSMUSG00000039233.13"	"Tbce"	chr13	-	14178127	14178281	14175694	14175763	14179727	14179868
15821	"ENSMUSG00000039233.13"	"Tbce"	chr13	-	14180372	14180437	14179727	14179868	14180527	14180592
15822	"ENSMUSG00000039233.13"	"Tbce"	chr13	-	14180527	14180592	14179727	14179868	14181026	14181122
15823	"ENSMUSG00000039233.13"	"Tbce"	chr13	-	14183199	14183276	14181026	14181122	14194286	14194472
15824	"ENSMUSG00000039233.13"	"Tbce"	chr13	-	14183199	14183276	14181026	14181122	14203860	14203991
15825	"ENSMUSG00000039233.13"	"Tbce"	chr13	-	14184213	14184316	14183199	14183276	14185126	14185226
15826	"ENSMUSG00000039233.13"	"Tbce"	chr13	-	14194286	14194472	14181026	14181122	14203860	14203991
15827	"ENSMUSG00000039233.13"	"Tbce"	chr13	-	14194286	14194472	14183199	14183276	14203860	14203991
15828	"ENSMUSG00000039233.13"	"Tbce"	chr13	-	14194286	14194472	14189319	14189408	14202282	14202367
15829	"ENSMUSG00000039233.13"	"Tbce"	chr13	-	14194286	14194472	14189319	14189408	14203860	14203991
15830	"ENSMUSG00000039233.13"	"Tbce"	chr13	-	14202282	14202367	14189319	14189408	14203860	14203991
15831	"ENSMUSG00000039233.13"	"Tbce"	chr13	-	14202282	14202367	14194286	14194472	14203860	14203991
15832	"ENSMUSG00000021250.14"	"Fos"	chr12	+	85521708	85521960	85520663	85520954	85522365	85522473
15835	"ENSMUSG00000036777.9"	"Anln"	chr9	-	22284436	22284627	22283451	22283559	22286222	22286436
15836	"ENSMUSG00000034297.15"	"Med13"	chr11	-	86219272	86219435	86218627	86218738	86219993	86220188
15837	"ENSMUSG00000028576.13"	"Ift74"	chr4	+	94506203	94506338	94502727	94502888	94510090	94510226
15838	"ENSMUSG00000028576.13"	"Ift74"	chr4	+	94512967	94513016	94510090	94510226	94515213	94515312
15839	"ENSMUSG00000028576.13"	"Ift74"	chr4	+	94524010	94524072	94520913	94520973	94541163	94541302
15842	"ENSMUSG00000062866.17"	"Phactr2"	chr10	-	13131053	13131065	13129085	13129623	13142716	13142797
15845	"ENSMUSG00000062866.17"	"Phactr2"	chr10	-	13137509	13137668	13129085	13129623	13142716	13142797
15846	"ENSMUSG00000062866.17"	"Phactr2"	chr10	-	13137509	13137668	13131053	13131065	13142716	13142797
15847	"ENSMUSG00000062866.17"	"Phactr2"	chr10	-	13142716	13142797	13137509	13137668	13167538	13167706
15848	"ENSMUSG00000062866.17"	"Phactr2"	chr10	-	13167538	13167706	13142716	13142797	13349799	13350156
15849	"ENSMUSG00000034786.18"	"Gpsm3"	chr17	+	34809434	34809537	34808779	34809234	34809715	34809915
15850	"ENSMUSG00000034786.18"	"Gpsm3"	chr17	+	34809715	34809915	34808779	34809234	34810143	34810728
15851	"ENSMUSG00000039901.11"	"Armh3"	chr19	-	45808712	45808829	45805802	45807417	45834546	45834625
15852	"ENSMUSG00000039901.11"	"Armh3"	chr19	-	45834546	45834625	45808712	45808829	45874390	45874466
15853	"ENSMUSG00000039901.11"	"Armh3"	chr19	-	45910055	45910144	45880504	45880587	45920789	45920850
15854	"ENSMUSG00000039901.11"	"Armh3"	chr19	-	45924800	45924866	45922224	45922294	45928883	45928942
15855	"ENSMUSG00000039901.11"	"Armh3"	chr19	-	45941063	45941139	45939100	45939194	45941862	45941909
15856	"ENSMUSG00000039901.11"	"Armh3"	chr19	-	45945118	45945179	45941862	45941909	45946845	45946889
15857	"ENSMUSG00000039901.11"	"Armh3"	chr19	-	45961261	45961369	45954680	45954773	45963405	45963552
15858	"ENSMUSG00000030149.16"	"Klrk1"	chr6	-	129593259	129593295	129592271	129592423	129593631	129593736
15859	"ENSMUSG00000030149.16"	"Klrk1"	chr6	-	129593259	129593313	129592271	129592423	129593631	129593736
15860	"ENSMUSG00000030149.16"	"Klrk1"	chr6	-	129593631	129593736	129593259	129593295	129594445	129594484
15861	"ENSMUSG00000030149.16"	"Klrk1"	chr6	-	129598097	129598205	129594445	129594484	129599499	129599735
15862	"ENSMUSG00000041920.15"	"Slc16a6"	chr11	-	109349302	109349431	109345688	109346504	109354135	109354374
15863	"ENSMUSG00000041920.15"	"Slc16a6"	chr11	-	109350624	109350768	109349302	109349431	109354135	109354374
15865	"ENSMUSG00000000028.16"	"Cdc45"	chr16	-	18605679	18605818	18605518	18605602	18611927	18612089
15866	"ENSMUSG00000000028.16"	"Cdc45"	chr16	-	18611927	18612089	18605679	18605818	18613511	18613610
15868	"ENSMUSG00000053528.7"	"A530021J07Rik"	chr7	+	82798311	82798411	82797677	82797908	82804384	82804451
15870	"ENSMUSG00000078816.11"	"Prkcg"	chr7	+	3353859	3353942	3352821	3352853	3359079	3359191
15871	"ENSMUSG00000078816.11"	"Prkcg"	chr7	+	3362648	3362736	3362213	3362348	3363027	3363057
15872	"ENSMUSG00000078816.11"	"Prkcg"	chr7	+	3367375	3367528	3363027	3363057	3368046	3368235
15873	"ENSMUSG00000028614.15"	"Ndc1"	chr4	+	107232274	107232413	107231343	107231518	107237794	107237903
15874	"ENSMUSG00000028614.15"	"Ndc1"	chr4	+	107237794	107237903	107232274	107232413	107238872	107238924
15875	"ENSMUSG00000028614.15"	"Ndc1"	chr4	+	107247418	107247658	107246647	107246803	107247745	107247861
15876	"ENSMUSG00000026303.7"	"Mlph"	chr1	+	90861038	90861243	90859215	90859338	90863034	90863174
15877	"ENSMUSG00000094439.2"	"Gm21969"	chr4	+	139362916	139363018	139362699	139362855	139364269	139364419
15878	"ENSMUSG00000033706.14"	"Smyd5"	chr6	+	85417621	85417726	85417087	85417157	85418541	85418604
15879	"ENSMUSG00000033706.14"	"Smyd5"	chr6	+	85421899	85421970	85421224	85421319	85422050	85423417
15880	"ENSMUSG00000055817.19"	"Mta3"	chr17	+	84061282	84061346	84045757	84045884	84062987	84063105
15881	"ENSMUSG00000055817.19"	"Mta3"	chr17	+	84089330	84089405	84083010	84083199	84091705	84091764
15882	"ENSMUSG00000029148.16"	"Nrbp1"	chr5	+	31401801	31401903	31401509	31401632	31402220	31402310
15883	"ENSMUSG00000029148.16"	"Nrbp1"	chr5	+	31403094	31403189	31402706	31402747	31404685	31404769
15885	"ENSMUSG00000029148.16"	"Nrbp1"	chr5	+	31407887	31407941	31407573	31407709	31408024	31408088
15886	"ENSMUSG00000005410.7"	"Mcm5"	chr8	+	75851428	75851571	75850468	75850597	75852864	75852992
15887	"ENSMUSG00000072772.4"	"Grcc10"	chr6	-	124717481	124717658	124716145	124716376	124717882	124718337
15889	"ENSMUSG00000022671.14"	"Mzt2"	chr16	-	15680611	15680796	15680261	15680407	15681086	15681233
15890	"ENSMUSG00000000902.14"	"Smarcb1"	chr10	-	75740217	75740408	75733278	75733410	75741863	75742030
15891	"ENSMUSG00000000902.14"	"Smarcb1"	chr10	-	75750897	75751027	75747352	75747490	75752606	75752745
15892	"ENSMUSG00000000902.14"	"Smarcb1"	chr10	-	75752606	75752745	75747352	75747490	75757136	75757451
15894	"ENSMUSG00000055239.11"	"Kcmf1"	chr6	-	72835756	72835896	72827365	72827467	72838740	72838908
15896	"ENSMUSG00000098975.8"	"Gm27177"	chr14	-	69842973	69843096	69829524	69830005	69877621	69877723
15897	"ENSMUSG00000052798.14"	"Nup107"	chr10	-	117593171	117593285	117587224	117587392	117593800	117593926
15898	"ENSMUSG00000052798.14"	"Nup107"	chr10	-	117595076	117595237	117593800	117593926	117597149	117597252
15899	"ENSMUSG00000052798.14"	"Nup107"	chr10	-	117597927	117598040	117597149	117597252	117599635	117599786
15900	"ENSMUSG00000052798.14"	"Nup107"	chr10	-	117606092	117606141	117602238	117602308	117606280	117606426
15901	"ENSMUSG00000052798.14"	"Nup107"	chr10	-	117613497	117613569	117613033	117613122	117616582	117616631
15902	"ENSMUSG00000042410.17"	"Agps"	chr2	+	75681837	75681927	75662520	75662855	75684513	75684634
15903	"ENSMUSG00000042410.17"	"Agps"	chr2	+	75683065	75683156	75681837	75681927	75684513	75684634
15904	"ENSMUSG00000042410.17"	"Agps"	chr2	+	75698648	75698757	75697090	75697216	75707814	75707942
15906	"ENSMUSG00000005057.14"	"Sh2b2"	chr5	-	136256220	136256322	136254057	136254149	136260506	136261240
15907	"ENSMUSG00000031765.9"	"Mt1"	chr8	+	94906450	94906516	94905709	94905966	94906729	94906955
15908	"ENSMUSG00000028899.12"	"Taf12"	chr4	+	132010104	132010356	132001685	132001798	132012354	132012432
15909	"ENSMUSG00000028899.12"	"Taf12"	chr4	+	132010104	132010356	132001685	132001798	132016625	132016740
15910	"ENSMUSG00000028899.12"	"Taf12"	chr4	+	132012354	132012432	132001685	132001798	132016625	132016740
15911	"ENSMUSG00000028899.12"	"Taf12"	chr4	+	132012354	132012432	132010104	132010356	132016625	132016740
15912	"ENSMUSG00000028899.12"	"Taf12"	chr4	+	132016625	132016740	132012354	132012432	132019173	132019262
15913	"ENSMUSG00000028899.12"	"Taf12"	chr4	+	132019173	132019262	132016625	132016740	132019937	132023077
15914	"ENSMUSG00000031543.19"	"Ank1"	chr8	+	23585227	23585326	23583819	23584017	23586113	23586212
15920	"ENSMUSG00000048154.18"	"Kmt2d"	chr15	-	98763381	98763544	98763008	98763174	98763669	98763779
15923	"ENSMUSG00000052712.18"	"BC004004"	chr17	+	29496830	29496921	29488696	29488829	29501033	29501241
15924	"ENSMUSG00000052712.18"	"BC004004"	chr17	+	29501033	29501241	29487798	29487976	29501651	29501865
15926	"ENSMUSG00000052712.18"	"BC004004"	chr17	+	29501033	29501241	29496830	29496921	29512980	29513135
15928	"ENSMUSG00000052712.18"	"BC004004"	chr17	+	29501651	29501865	29501033	29501241	29512980	29513135
15929	"ENSMUSG00000052712.18"	"BC004004"	chr17	+	29501702	29501865	29501033	29501241	29512980	29513135
15930	"ENSMUSG00000052712.18"	"BC004004"	chr17	+	29512980	29513135	29501033	29501241	29513248	29513388
15931	"ENSMUSG00000052712.18"	"BC004004"	chr17	+	29515533	29515663	29513248	29513388	29520329	29520497
15934	"ENSMUSG00000073791.14"	"Efcab7"	chr4	+	99719626	99719817	99717434	99717691	99732648	99732735
15935	"ENSMUSG00000073791.14"	"Efcab7"	chr4	+	99719626	99719817	99717736	99717791	99732648	99732735
15936	"ENSMUSG00000073791.14"	"Efcab7"	chr4	+	99719629	99719817	99717434	99717691	99732648	99732735
15937	"ENSMUSG00000073791.14"	"Efcab7"	chr4	+	99719629	99719817	99717736	99717791	99732648	99732735
15938	"ENSMUSG00000073791.14"	"Efcab7"	chr4	+	99731496	99731708	99719626	99719817	99732648	99732735
15939	"ENSMUSG00000073791.14"	"Efcab7"	chr4	+	99746056	99746198	99735908	99736027	99757733	99757891
15940	"ENSMUSG00000073791.14"	"Efcab7"	chr4	+	99746056	99746198	99735908	99736027	99758840	99758974
15941	"ENSMUSG00000073791.14"	"Efcab7"	chr4	+	99754598	99754708	99746056	99746198	99757733	99757891
15942	"ENSMUSG00000073791.14"	"Efcab7"	chr4	+	99757733	99757891	99735908	99736027	99758840	99758974
15943	"ENSMUSG00000073791.14"	"Efcab7"	chr4	+	99757733	99757891	99746056	99746198	99758840	99758974
15944	"ENSMUSG00000073791.14"	"Efcab7"	chr4	+	99761882	99762031	99758840	99758974	99766776	99766986
15945	"ENSMUSG00000022329.16"	"Stk3"	chr15	-	34959011	34959222	34945151	34945327	34999976	35000102
15946	"ENSMUSG00000022329.16"	"Stk3"	chr15	-	34999976	35000102	34959011	34959222	35008306	35008444
15947	"ENSMUSG00000028436.9"	"Dcaf12"	chr4	-	41293932	41294111	41291299	41293214	41296310	41296473
15948	"ENSMUSG00000028436.9"	"Dcaf12"	chr4	-	41299406	41299600	41298285	41298351	41301333	41301394
15949	"ENSMUSG00000028436.9"	"Dcaf12"	chr4	-	41301333	41301394	41299406	41299600	41302613	41302820
15951	"ENSMUSG00000022558.17"	"Mroh1"	chr15	+	76327449	76327604	76321437	76321590	76330715	76330881
15952	"ENSMUSG00000022558.17"	"Mroh1"	chr15	+	76335261	76335408	76334838	76334953	76335546	76335735
15953	"ENSMUSG00000029016.14"	"Clcn6"	chr4	-	148095110	148095267	148093355	148093463	148095428	148095586
15954	"ENSMUSG00000029016.14"	"Clcn6"	chr4	-	148101952	148102119	148101308	148101435	148102359	148102473
15955	"ENSMUSG00000030724.8"	"Cd19"	chr7	-	126011242	126011350	126010953	126011002	126012562	126012841
15956	"ENSMUSG00000030724.8"	"Cd19"	chr7	-	126011242	126011353	126010953	126011002	126012562	126012841
15957	"ENSMUSG00000030724.8"	"Cd19"	chr7	-	126012562	126012841	126010953	126011002	126012962	126013157
15958	"ENSMUSG00000030724.8"	"Cd19"	chr7	-	126012562	126012841	126011242	126011350	126013432	126013699
15959	"ENSMUSG00000030724.8"	"Cd19"	chr7	-	126012562	126012841	126011242	126011353	126013432	126013699
15960	"ENSMUSG00000030724.8"	"Cd19"	chr7	-	126012962	126013157	126012562	126012841	126013432	126013699
15961	"ENSMUSG00000030724.8"	"Cd19"	chr7	-	126013432	126013699	126012962	126013157	126013920	126014044
15962	"ENSMUSG00000033427.15"	"Upb1"	chr10	+	75271979	75272061	75265795	75265965	75272709	75272752
15963	"ENSMUSG00000033427.15"	"Upb1"	chr10	+	75272709	75272752	75271979	75272061	75273890	75274045
15965	"ENSMUSG00000004035.13"	"Gstm7"	chr3	-	107837788	107837870	107837589	107837690	107838143	107838208
15966	"ENSMUSG00000050471.18"	"Fam118b"	chr9	-	35134909	35135038	35132675	35132961	35146526	35146779
15968	"ENSMUSG00000050471.18"	"Fam118b"	chr9	-	35146526	35146779	35134909	35135038	35179018	35179073
15969	"ENSMUSG00000050471.18"	"Fam118b"	chr9	-	35155909	35156002	35146526	35146779	35179018	35179076
15970	"ENSMUSG00000050471.18"	"Fam118b"	chr9	-	35156436	35156491	35155909	35156002	35178332	35178407
15973	"ENSMUSG00000006021.6"	"Kptn"	chr7	+	15854794	15854849	15854636	15854721	15856959	15857035
15974	"ENSMUSG00000006021.6"	"Kptn"	chr7	+	15856959	15857035	15854794	15854849	15857696	15857806
15975	"ENSMUSG00000006021.6"	"Kptn"	chr7	+	15857124	15857198	15856959	15857035	15857696	15857806
15984	"ENSMUSG00000019088.15"	"Dnase1l1"	chrX	-	73317383	73317632	73316822	73317297	73317711	73317824
15986	"ENSMUSG00000019088.15"	"Dnase1l1"	chrX	-	73317711	73317824	73316822	73317297	73317973	73318074
15987	"ENSMUSG00000019088.15"	"Dnase1l1"	chrX	-	73317973	73318074	73316822	73317297	73320084	73320162
15988	"ENSMUSG00000019088.15"	"Dnase1l1"	chrX	-	73317973	73318074	73316822	73317297	73320251	73320340
15990	"ENSMUSG00000019088.15"	"Dnase1l1"	chrX	-	73317973	73318074	73316822	73317297	73325126	73325342
15991	"ENSMUSG00000019088.15"	"Dnase1l1"	chrX	-	73320084	73320162	73316822	73317297	73320251	73320340
15993	"ENSMUSG00000019088.15"	"Dnase1l1"	chrX	-	73320084	73320162	73317973	73318074	73320251	73320340
15994	"ENSMUSG00000019088.15"	"Dnase1l1"	chrX	-	73320084	73320162	73317973	73318074	73320644	73320948
15996	"ENSMUSG00000019088.15"	"Dnase1l1"	chrX	-	73320251	73320340	73317973	73318074	73320644	73320948
15997	"ENSMUSG00000019088.15"	"Dnase1l1"	chrX	-	73320251	73320340	73320084	73320162	73320644	73320948
15998	"ENSMUSG00000019088.15"	"Dnase1l1"	chrX	-	73320644	73320948	73316924	73317297	73325126	73325204
15999	"ENSMUSG00000019088.15"	"Dnase1l1"	chrX	-	73320644	73320948	73317973	73318074	73325126	73325204
16001	"ENSMUSG00000096917.4"	"2500002B13Rik"	chr8	+	57959561	57959835	57943373	57943501	57963121	57963298
16002	"ENSMUSG00000096917.4"	"2500002B13Rik"	chr8	+	57959561	57960506	57943373	57943501	57963029	57963296
16003	"ENSMUSG00000096917.4"	"2500002B13Rik"	chr8	+	57959561	57960506	57943373	57943501	57963121	57963302
16004	"ENSMUSG00000096917.4"	"2500002B13Rik"	chr8	+	57959675	57959835	57943373	57943501	57963029	57963296
16005	"ENSMUSG00000096917.4"	"2500002B13Rik"	chr8	+	57959675	57959835	57943373	57943501	57963121	57963302
